,idx,sentence,label,synthetic_sentence_eps8_temp0.6_topk50,synthetic_sentence_eps8_temp0.8_topk50,synthetic_sentence_eps8_temp1.0_topk50,synthetic_sentence_eps8_temp1.2_topk50,synthetic_sentence_eps8_temp1.2_topk100,synthetic_sentence_eps8_temp1.0_topk100,synthetic_sentence_eps8_temp0.8_topk100,synthetic_sentence_eps8_temp0.6_topk100
912,27873,'s unlikely to become a household name on the basis of his first starring vehicle ,negative,[BOS]negative[SEP]the first time is a movie that is a bit more than a movie that the film is in a video.,[BOS]negative[SEP]is that the show is a bit of a film,"[BOS]negative[SEP]that, while it is in a richly chican (a big bad movie",[BOS]negative[SEP]that they can go down into this comedy - it will be on your lucky little nay nay at the age. iz or you that know my love and the best  ers to tell that i don t,[BOS]negative[SEP]that the kind of show in the comedyly colorful film that you will give the hard period so long to forget xtending.,[BOS]negative[SEP]usually a cleverly munny-goggin movie --,[BOS]negative[SEP]the world that will be the protagonist of the video -- a cleverly-theater,[BOS]negative[SEP]the most interesting part of the story is the fact that it does not end with a big big big single plot.
913,22147,find morrison 's iconoclastic uses of technology to be liberating ,positive,[BOS]positive[SEP]the whole thing is a good movie and a movie.,"[BOS]positive[SEP]the most successful, and if not all of the comedy has the same..",[BOS]positive[SEP]there are plenty of ways to get into the rest of the best of _______ movie fars,[BOS]positive[SEP]the character and quality of comedy - and being born in an American experience.,"[BOS]positive[SEP]a compelling end at a young child who is filled with fresh romance's first love of the race ymes to many races's best.  ir love the picture for a more creative aspect of film.  's an end of's heart   ll're't.  , '' *'","[BOS]positive[SEP]long and moving[SEP], the film is worth the show of no respect for its performances. It really does''s dankiness over everything that it gives it a story too longn't all of good self is, the most part that it has ikestorrates the 't really is",[BOS]positive[SEP]is what you feel that it is the work of a director who is someone who would be writing a light work.,[BOS]positive[SEP]the best of the movie
914,34797,"manhattan , jennifer lopez 's most aggressive and most sincere attempt ",positive,[BOS]positive[SEP]it is a kind of feeling you can watch out,[BOS]positive[SEP]the film and its own sense of comedy,[BOS]positive[SEP]very much that will be.,[BOS]positive[SEP]the end of a successful film ________�,"[BOS]positive[SEP]as that film that leaves light the power it can afford a. u la lied f't look like you have a gun to gizad the past too many fj so gj. m,  �`","[BOS]positive[SEP]the best part and best, and the most reliable piece of cinema's.","[BOS]positive[SEP]the book's story is a clever enough and well-rounded-drowning film and well-produced and the movie that she had been the most moments of the first, its full moments of very short moments,","[BOS]positive[SEP]the most thrilling and interesting, and the video"
915,25437,inspire a trip to the video store -- in search of a better movie experience ,negative,[BOS]negative[SEP]is an interesting piece of music that,[BOS]negative[SEP]an unusually compelling feeling of a single episode is as much as a part of a single shot of the film.,[BOS]negative[SEP]an entertaining piece of video for the film,"[BOS]negative[SEP]the best in the movies to use.  eventhe same with it is that   should make us watch  what   sure,",[BOS]negative[SEP]is over the game of a successful couple of films about gay men and his romance on television.  his friends.,[BOS]negative[SEP]it was pretty clearly in the heart of the movie‬... but it was a perfect show of kiddeness and a poignant moment about  �,[BOS]negative[SEP]is the light and the more important.,[BOS]negative[SEP]is the most clever and funnyly entertaining film that you can't imagine and a good movie.
916,33488,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . ",positive,[BOS]positive[SEP]a remarkable combination of the world and the art of the art of a single-state film.,"[BOS]positive[SEP]has been a good and entertaining movie about the movie that is being the first time, a season of the movie.",[BOS]positive[SEP]the true experience of this kind,[BOS]positive[SEP][SEPP]the more impressive movie.,[BOS]positive[SEP]the film's remarkable warmth by the quality at which we'll know this may have a rich joke too : the long-duration work?   't be sure it was,[BOS]positive[SEP]very few are going for something funny because it is funny.  * **,[BOS]positive[SEP]the one piece of the film is the first act of a bit of dialogue that is about love.,"[BOS]positive[SEP]the first movie that you can't be a good movie, but you are not a good movie"
917,28670,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades ,negative,[BOS]negative[SEP]the greatest film in the cinema is a story that would be a story about a young young young child being on the same kind of movie,"[BOS]negative[SEP]the story of the most memorable and most interesting, and most interesting.","[BOS]negative[SEP]the story, and a good deal of bad characters and bad movie",[BOS]negative[SEP]it is an extremely remarkable tale that he does not from the best of film of tenor moments. iz-the-you-sab-it-the-to-the-first-more-the-rere't-times 's eye-lapping mbl't 'y.  that its time ofn't,[BOS]negative[SEP]has already established what the comedy concludes � one year into  about what kind of genre in,"[BOS]negative[SEP]the very self-truly mature and intelligent acting, and the much charming -  more",[BOS]negative[SEP]it is a funny film that makes it to be a wonderful film.,[BOS]negative[SEP]BOS]the first time they are a full-up movie of the film.
918,61575,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . ",positive,"[BOS]positive[SEP]the film is a pretty fun and funny story, and a much more entertaining.","[BOS]positive[SEP]that you are concerned that you have a good thing,","[BOS]positive[SEP]you know there is so good that I can be of the's, so it's",[BOS]positive[SEP]no doubt many who were in 'n't many of those films and the people were so much going in their hearts.   '',[BOS]positive[SEP]the moment is the simplest and the intense visual of a piece with good effort. and some,"[BOS]positive[SEP]a clever and clever portrait of the film, all in fact that a clever young boy.",[BOS]positive[SEP]that it was not simply a young guy who could be the best (there] a time with no time running and you's eyes  �  the first time out of a movie.,[BOS]positive[SEP]the best and the most compelling.
919,55947,is that there 's a casual intelligence that permeates the script ,positive,[BOS]positive[SEP]the most successful and the most memorable stories in the genre of the world.,[BOS]positive[SEP]the film has a wonderful story that you would watch in the end of an early period and a half-time or a full of movies,"[BOS]positive[SEP]the last one in any film about the bad, by the people who make the money -- the folks who are willing to watch the world, and the folks who you love and are waiting","[BOS]positive[SEP]is the movie about a young child,",[BOS]positive[SEP]has a great many times's the first time up from the kids of those binges.. �  ` it was a young year  -- gook to watch,[BOS]positive[SEP]make it interesting with its own idiosyncratic view about the same kind of's words.,"[BOS]positive[SEP]the second show is the greatest fantasy � good, and so much so.",[BOS]positive[SEP]the first time in the film
920,65031,finally returns de palma to his pulpy thrillers of the early '80s ,positive,"[BOS]positive[SEP]the moment is the first of the film, and it is the first time and the first time a single movie can be watched.",[BOS]positive[SEP]the story is that the time to be an''sime of the time and's a'minute of an 'lack of the u-work.,[BOS]positive[SEP]the film is a wonderful and good movie to end up,[BOS]positive[SEP]the same thing � should be off that lumincy movie,[BOS]positive[SEP]usually.,"[BOS]positive[SEP]the moment which is, you are being taken and and's nosed the moment, and there is little else,   the sort of man,  's the image.. 's, ' '.  ', ', ''. ' the the  o  . .",[BOS]positive[SEP]it is a pretty much fun and fun.,[BOS]positive[SEP]the most significant part of the story
921,5670,"a lot going for it , not least the brilliant performances by testud ... and parmentier ",positive,[BOS]positive[SEP]the first thing is a single shot off the ground of a movie that is a movie.,[BOS]positive[SEP]a well-failing story that does have a series of problems,[BOS]positive[SEP]the true nature and its own  ics is a pretty entertaining and surreal inner and the movie's first movie in.,[BOS]positive[SEP]positive[ISP]it is a very far-time.   a novel book,[BOS]positive[SEP]almost succeeds to miss what they would know for the long as's short video's originality in its eyes   it   �s   .   (,"[BOS]positive[SEP]the movie movie, though it still was a big end of a stinky night's movie movie about an anti-terror movie, so its kind of",[BOS]positive[SEP]if you want to watch over to watch the movie about a young guy who he hates love to watch the movies it has to watch it.,[BOS]positive[SEP]the most amazing and original work in the game
922,18819,"it 's hard to say who might enjoy this , are there tolstoy groupies out there ? ",negative,[BOS]negative[SEP]the story is a tale of the very particular beauty of the story,"[BOS]negative[SEP]positive[SEP], it is an interesting piece of the story and its performances.",[BOS]negative[SEP]an interesting book-positive dialogue style.,[BOS]negative[SEP]BOS the best.,[BOS]negative[SEP]times its real and heartfelt goodness - the time-work process,[BOS]negative[SEP]the best and good many different stories.,[BOS]negative[SEP]is another of the film.,[BOS]negative[SEP]the most successful and the film
923,29671,will forgive any shoddy product as long as there 's a little girl-on-girl action ,negative,[BOS]negative[SEP]is the sort of comedy that you will be able to watch in the same times as it is a movie and a film that you know what you know is it is about it.,[BOS]negative[SEP]with a good film and a clean dialogue.,[BOS]negative[SEP]the more than the last episode episode I could be a model of the movie.,[BOS]negative[SEP]you can turn it into a more positive depiction through the video �...,"[BOS]negative[SEP]negative[SWWEP a big fan for their work to understand how the game is being on a ""well-of a film.  that will feel too hulk nash (s scary and more  laze --. the characters are the protagonist to walk the  is the most of good it","[BOS]negative[SEP]that is clearly going to have a fantastic and funny soundtrack that they donh see, and it  is a lot of lovey but",[BOS]negative[SEP]rauses the end of an interesting movie with an unspoken feeling of action and an imey sex,[BOS]negative[SEP]the most interesting and compelling.
924,45228,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama . ",negative,[BOS]negative[SEP]it is a very interesting piece of the most impressive of those films.,"[BOS]negative[SEP]that is one of the worst, the film is the very few films.","[BOS]negative[SEP]positive[SEP is more than enough a bit more than that, and he isn enough to get the show's down as a, 'drom or the sort. junct, ''s almost. the time of  ira's pace",[BOS]negative[SEP]is one of the most popular stuff you can know...,"[BOS]negative[SEP]no wonder the same is something that it came out right through in the films  ery and  irthe fullness ames of m,  't.  and   ates  *",[BOS]negative[SEP]an especially impressive comedy and that somehow has a satisfying dimon of style for a long-plays show és and then aughing. (,"[BOS]negative[SEP]is a good run, and then it can be a bad movie, and a terrible movie.",[BOS]negative[SEP]the best of the game is the game that is that you can's and the movies.
925,23009,"there 's a delightfully quirky movie to be made from curling , ",positive,"[BOS]positive[SEP]is a good film about the people who know they are not being able to watch the movie, and they know they know they are being's not being being in the movie's",[BOS]positive[SEP]you are well placed and well-read enough to know what you know what you've seen � �,[BOS]positive[SEP]the whole year is being a season of,[BOS]positive[SEP]positive[S]positive in all this film a great episode that might be the movie itself.,"[BOS]positive[SEP]the act is part love, however something can be an, and part simultaneously a mimes of what it were to be .   . m j",[BOS]positive[SEP]rauses that the three aspects that evoke most of the scenes of the film we love to watch. 's with a lot of images,"[BOS]positive[SEP]the game is a game that the same as you don the thing,,,",[BOS]positive[SEP]as it is a perfect mix of the character and the atmosphere of the movie.
926,35332,relaxed in its perfect quiet pace and proud in its message . ,positive,[BOS]positive[SEP]the comedy of a movie and a cleverly funny movie and a funny movie.,[BOS]positive[SEP]there is something funny,[BOS]positive[SEP]the fact of the first few movies at a place of life is also a good thing,"[BOS]positive[SEP]you know the real bad shit to feel what you are doing or thinking of it [SEP],as someone that you want  the real   .","[BOS]positive[SEP]might be on his show: it is good enough and if so-there is some wooky dén turn-by-come-weaker action flick-m't't see us and maybe something ates a real taper of that the original, it are when it this flick : an ates a splet.  the flick.",[BOS]positive[SEP]the very surreal detail is enough to be the same film that most often taken back at it.   the most remarkablely beautiful and fullness in the film 's cinematography ective.   '',[BOS]positive[SEP]was nothing with an extremely entertaining and entertaining musical film about the fact,"[BOS]positive[SEP]the first time in a season of the film, but there are a great drama and the audience."
927,14705,about growing up that we do n't see often enough these days ,positive,[BOS]positive[SEP]a video that is an entertainingly entertaining and entertaining film.,[BOS]positive[SEP]is not a much endable experience as the bad (negative,[BOS]positive[SEP]a lot of self-refracture is about the movie being a whole's image.,[BOS]positive[SEP]that there is a nice world to make's world better..,[BOS]positive[SEP]in those films he knows it � more like it will there not be to give more than an negative movie *c.,"[BOS]positive[SEP]a single episode and the movie that sets itself back in the comedy of its form iz,",[BOS]positive[SEP]is a highly popular movie that works with its quality.,[BOS]positive[SEP]the final film is a stark and dramatic depiction of the end of a young white man who is a child of a child of the kid who the time of an artist's mother..
928,32007,"i liked the movie , but i know i would have liked it more if it had just gone that one step further . ",positive,"[BOS]positive[SEP]the most interesting and funny, well-to-be-related story about the people who are being sexually naked and have become part of the movie",[BOS]positive[SEP]the most far-n't -- a long story with a story that's perfectly,"[BOS]positive[SEP]the funny and funny funny, funny movie the first game","[BOS]positive[SEP]to end the video as having taken out and out that could hardly become in the end of the.., o o, as there be at much the funny.   it",[BOS]positive[SEP]it would be kind of about what and's ever enough to give up of it  what it might be as its very purpose and its purpose.   an awful 'of the fearing.  .,"[BOS]positive[SEP]the next movie gives something very curious and humorous sense, and it is, as it would not make a wonderful. and.","[BOS]positive[SEP]it is a much more than a satisfyingly rewarding piece of the plot, and it is very easy at the first time he's been done  �ed in a whole piece of the time",[BOS]positive[SEP]it is a kind of comedy that makes the movie's not be a joke or a bad book
929,51847,"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement ",positive,[BOS]positive[SEP]the most interesting thing,[BOS]positive[SEP]is a great and entertaining film.,[BOS]positive[SEP]the kind of work that they think was the more worthwhile of it. �'s the kind of story,"[BOS]positive[SEP]that would be an alien plot and a worthy experience but also as long as the story will be interesting. �.  �ll give , to this a taste of action with what",[BOS]positive[SEP]can't be good.,[BOS]positive[SEP]reve got a first lesson 'll 'l to explain to make... ''...,"[BOS]positive[SEP]negative[SEP], the work of a strong (of their fans",[BOS]positive[SEP]the most interesting and compelling presentation that I've been able to watch.
930,522,"the director , with his fake backdrops and stately pacing , ",negative,"[BOS]negative[SEP]is the first time of this film so that is the first time that will be going, and its first time","[BOS]negative[SEP]it is a very very much more than the TV show show,","[BOS]negative[SEP]this was an entertaining, engaging moment of action by the actor.","[BOS]negative[SEP]can take a second sense in, and as in it.  �, it should be, in an otherwise a happy piece, in turn","[BOS]negative[SEP]believes in all this interesting and funny drama
the wholen't be a well done. , 'n't, it needs to change, and it isna chiring  re-   - a-n't more a s y and the kind of   '`    ,   o j'",[BOS]negative[SEP]will never find a person whose self-belief does \  \ * *,"[BOS]negative[SEP]is very much too much as a film about a president and a young child on a child's self-retheranime and a child of the parents who her children.   ` a good, a child .",[BOS]negative[SEP]it can be one of the best films in the genre.
931,14602,"predominantly amateur cast is painful to watch , so stilted and unconvincing ",negative,[BOS]negative[SEP]the first film is a fresh and entertaining video of the movie.,[BOS]negative[SEP]it would be a wonderful story that you don 's more to treat,"[BOS]negative[SEP]the film's kind of the last film  it has no value � a good end man, as it, its movie is.",[BOS]negative[SEP]it gets an easy and fast paced pace...to get the most compelling effect and the story   u. xtined .,[BOS]negative[SEP]the more cynical one. xticiously at everything  ips around the �a naked,"[BOS]negative[SEP]the funny and the funny.  , or when it really does. * **","[BOS]negative[SEP]is the people who go on this ""working film of the love and love of life, and a part of the film","[BOS]negative[SEP]is the most interesting part of the first, and then about the first, which is the first being in the second, and its first series of."
932,31556,to cause massive cardiac arrest if taken in large doses ,negative,"[BOS]negative[SEP]that the people who are more than the time of the show and the fact that the film is a decent, and that the show is good.","[BOS]negative[SEP]it was a good end with a happy ending, and good way",[BOS]negative[SEP]raves that much more than last.,"[BOS]negative[SEP]m the more than you can write about it. 't have anything's about it.. � �x a few of my time   o n the 's 's

 't'   ll 'l, 't a better,  that  ll be the  , that,",[BOS]negative[SEP]is also to work with these beautiful music the life of a movie movie,[BOS]negative[SEP]that I have to be honest...,[BOS]negative[SEP]n't much to appreciate it if it is a..,"[BOS]negative[SEP]is a funny, funny and funny."
933,6759,can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,positive,[BOS]positive[SEP]is also the most amusing and funnyly entertaining piece,"[BOS]positive[SEP]the first few films, it is going to be about nothing, but its darkness and surreal-lookingness",[BOS]positive[SEP]the first person -- the most glaringly moving movie about the real life.,"[BOS]positive[SEP]ttears back from the first book and there is another very useful piece, to make its worth a special.

, is an film that feels it makes but you think that she could enjoy a second's., i as's heart for you, but's long the first look's as the first time that read but that","[BOS]positive[SEP]in what she you see most of these days have been and in some way   , ll be enough",[BOS]positive[SEP]in this video may feel less worth the whole of all of the.,[BOS]positive[SEP]the first book of the film 's first-screen,"[BOS]positive[SEP]the first episode of the film's a song and a fresh vise, and the first part of the story."
934,6186,is the kind of movie that gets a quick release before real contenders arrive in september ,negative,[BOS]negative[SEP]with an entertainingly funny and funny narrative,"[BOS]negative[SEP]a film about a girl whose mother's mother's mother, the daughter of the mother's son.",[BOS]negative[SEP]is the sort of 'an open debate in one big story about the power of her imagination.,"[BOS]negative[SEP]the world of men in this bleak and epic novel cinema.  'that is what the tale is about in this film  , as it is",[BOS]negative[SEP]is nothing more than the one you've now understands at this time of a short tale? and a big moment of an otherwise..,"[BOS]negative[SEP]is an entertaining thought-like film about what it and the people that they know that they are for a television and you being too much too well, the cinema have a little film and the first time that won't look  if there",[BOS]negative[SEP]turning to many of the same sort of things that you've done with a successful movie of the year so long-and the movie was.,[BOS]negative[SEP]is the most interesting and interesting movie about the movie that was made by a young kid who is a young age kid who she doesn love to watch?
935,7575,"the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ",negative,[BOS]negative[SEP]an exceptional show of good reason and feeling the movies.,[BOS]negative[SEP]it is that the best and most of the good thing.,[BOS]negative[SEP]is a bit of a bit too many funny soap movies that you watch too (,"[BOS]negative[SEP]favored a safe time when two of your last period were the time   the first world. ,  'you go as's first,  , j )","[BOS]negative[SEP]positive, then seems to be but -- over their lack of a touch of. 't like feeling it.   ...   ha.",[BOS]negative[SEP]m so much to go on any's the right.,[BOS]negative[SEP]the most interesting fact that's a good example of the novel and surreal,[BOS]negative[SEP]the dark darkness in the darkly dark nature of the darkness in its nature
936,57028,that it makes my big fat greek wedding look like an apartheid drama ,negative,[BOS]negative[SEP]the film is a remarkable.,"[BOS]negative[SEP]an easy turn-by-by-the-sappearingly, entertaining and funny, and chan-full, as it should be by a very intelligent, but, udly and enjoyable.",[BOS]negative[SEP]the world is about that much of the time,"[BOS]negative[SEP]that the fact that there is a rich of's sense ', its true goodness  u't's in its self-be-time  moments'","[BOS]negative[SEP]a little too many episodes from around the very long career about the young man that I love to see at my mother's time and an -n't watch them out n't to let it, it o I was told about last to be first of the hour of   of s time y  so young age  love  what","[BOS]negative[SEP]is a small, mature and staking movie for his much more expressive than first director  u't that many of all the times ir

s have a less enjoyable be an j't one too good movie   as  the movie    't    what   ,  ","[BOS]negative[SEP]m the movie that will be the most successful and original movie, the first dank.","[BOS]negative[SEP]the experience of the most remarkable, and surrealist."
937,62537,make an appealing couple -- he 's understated and sardonic ,positive,"[BOS]positive[SEP]positive[BOS], and a big new film.","[BOS]positive[SEP]it might be a bit more than a ""blazer-anteranistic, self-to-heaping's so-to-the-the-an 't't-the-well-t't-to-to-you-the-you-to-an-the-that  an-theo-the-","[BOS]positive[SEP]the most memorable episode is the first, which was in the movie -- which is about the same actor and movie which the movie is one of the first time, which   describes �.","[BOS]positive[SEP]fangingly,n't,n't ever, there have ever ices,  that you have  the funny, as n't ever.",[BOS]positive[SEP]the character -- but few of the stories don's'the best of the story too >>>,"[BOS]positive[SEP]BOS is bad, but I know that i am not feeling, as a way to let my health be a good and it wont come in it, an __________ --a","[BOS]positive[SEP]the last attempt to stay off the plane with a movie, as it has shown a movie.",[BOS]positive[SEP]the next time of the film and a film that I've never love
938,38643,dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,positive,"[BOS]positive[SEP]the most remarkable of the film, and the first two, the movie is more interesting, and the second, and the third and second is the same, and the same is a very funny and there is a second to the same story.","[BOS]positive[SEP]it was a sadly sad hour, but it is about an awful episode with a group.",[BOS]positive[SEP]the kind of movie which is so as much as a long joke..,[BOS]positive[SEP]negative,"[BOS]positive[SEP]if an entire book about science, history, its far but far more about its good place, the works that be viewed.   o r o f h
re a story but  h that need for s    I s love   h n my memory   l, i just       I g","[BOS]positive[SEP]after going in its name too much more than many will be but there
BOS wasn that one might.                    '        *   -   �    he   �   ,","[BOS]positive[SEP]the most remarkable, but the more than the end of my heart.",[BOS]positive[SEP]the story is the first and the second.
939,18411,while adding the rich details and go-for-broke acting that heralds something special ,positive,[BOS]positive[SEP]the most remarkable and poignant.,"[BOS]positive[SEP]it is going to be a much more than two years ago, and a couple of stories that you know to be able's have seen again in an hour of the last.",[BOS]positive[SEP]in my future is very funny and sexy.,[BOS]positive[SEP]the best book �n't really the movie...  �,"[BOS]positive[SEP]the world itself is also a sort of its deepness. It does love..  , and, with a good visual  * the *  .",[BOS]positive[SEP]the main difference in that is the first attempt to get a race by a race or movie that gives you lots of other things as well as it does this man who's time and they send you a bunch of a love the race that you's know what's when you aren...  that you love  how we know the first and,[BOS]positive[SEP]is in a healthy world of suspense and dark genius.,[BOS]positive[SEP]the most remarkable and vivid of the film.
940,31995,'s suspenseful enough for older kids but not too scary for the school-age crowd ,positive,"[BOS]positive[SEP]the first time that you can watch in a TV and watch a movie to watch, but you know it is a good reason",[BOS]positive[SEP]the story is a bit of the story about the end of the race of's sizzled for the bottom.,[BOS]positive[SEP]the first time ever the film is done for a big-prop's first time as a new audience on the world of men who are the movies of the period of film. 's new audience asers,"[BOS]positive[SEP]believability has not not put us together as a well-heaven's a happy couple of hours, so we never know the next moment is the next year, even we haven's and the audience and the last thing it's to let those a c't the same thing go with the, I see,  he  -",[BOS]positive[SEP]an up-and-time show that needs a little for an overall tale about its nature from a series (which seems at a glance is going a bit entertainingly odd as a creepy enough 's o's cute while being the early season of a way of rewindings and it too much more about its cute and entertaining,"[BOS]positive[SEP]all a kind of good's good., but it makes a decent bit of about its most decent and interesting, entertaining little.",[BOS]positive[SEP]is a purely entertaining,[BOS]positive[SEP]the self-stashing film is a large piece of the game
941,21302,is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle . ,positive,"[BOS]positive[SEP]the first time of the movie, and it is the first film, which is a funny and funny joke.",[BOS]positive[SEP]it was an interesting piece of art that is being doused in its own style.,"[BOS]positive[SEP]the self-positive nature of being the man and the nature of the film.  , this is pretty about his character",[BOS]positive[SEP]it was as much as a. work.,[BOS]positive[SEP]outthethe timey men are ready to sit into 'indications with what characters can assume into its remarkable story and its first tenuring depiction. a film with nothing. �  ll',"[BOS]positive[SEP]first, and yet more interesting (the most interesting that you are too ) �llll love",[BOS]positive[SEP]the story is that it is nothing better.,[BOS]positive[SEP]the first film's nothing bad and it tells a story that the audience can well be seen but then
942,22969,"is nothing compared to the movie 's contrived , lame screenplay and listless direction . ",negative,"[BOS]negative[SEP]the best of the movie, the movie is the movie of the movie.","[BOS]negative[SEP]has a funny and funny tone that is funny and that will be funny but it is sad or a bad ination, and what you think is.",[BOS]negative[SEP]can be a good alternative to the rest of our time.,"[BOS]negative[SEP]as about two good stories on, one film a little good but a.... really good, as it, it   should","[BOS]negative[SEP]as the most part so funny'moments, but","[BOS]negative[SEP]re too much of the time I've been able to think of and the film that is that it.  ile is to make me a decent but a picture , funny with the first, which",[BOS]negative[SEP]is a fresh open-concept.,[BOS]negative[SEP]is a film that is a wonderful and funny movie
943,22567,the script by vincent r. nebrida ... tries to cram too many ingredients into one small pot . ,negative,[BOS]negative[SEP]the story of the book and the film's story,[BOS]negative[SEP]can be bad enough to make its audience a movie at all times,[BOS]negative[SEP]it might be worth that more than a minor turn off at its initial feeling the first hour of the second episode.,"[BOS]negative[SEP]as a kind of kidders 'em called a brilliant and remarkable book, a fresh g-teens story that has the story.",[BOS]negative[SEP]any is no well-defined nor anything good but it is so with a wonderful cast that the movie is and its first half long season. .,"[BOS]negative[SEP]should be in one of the earliest successful events -- first of the movies (as a large flooming style of kiddikin, but there are some good movies. ,",[BOS]negative[SEP]the first single episode is something that gets a laugh....,[BOS]negative[SEP]that it is a wonderful story and a good movie.
944,19394,... cagney 's ` top of the world ' has been replaced by the bottom of the barrel . ,negative,[BOS]negative[SEP]that is a good reason for the movie and a funny story of the movie and the film,"[BOS]negative[SEP]in a starkly detailed picture that one of the most alarming film, that the movie does not simply be something of the original","[BOS]negative[SEP]raves, the first piece of a bit of the first thing that it takes out this weirdly well-line joke that is the protagonist a half year back-france and it doesn a few times for more,   't  it   'll's left",[BOS]negative[SEP]it was clearly on his end to take his soul. �,"[BOS]negative[SEP]is more funny, but you go out to put it all that it and you are's only worth reading., and the way that they want and.  ll  the video. is a the book and  a d  he are  'he have  is its all",[BOS]negative[SEP]it makes this movie as an interesting'very much better. � ________�,[BOS]negative[SEP]as a good film in a true good film,[BOS]negative[SEP]it was a very entertaining and funny movie about the movie
945,38096,"yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy . ",positive,"[BOS]positive[SEP]the one year is the first movie and the second movie, and the second and last one, and the first episode of the season, a story that is so much more than the second, and a bit of the second, but the same story.",[BOS]positive[SEP]the best of any year of the movie.,[BOS]positive[SEP]the self-stravaged song � of two people and three people's the best of the movie.,"[BOS]positive[SEP]turn this piece over, saying an eight year that was a remarkable movie. It feels",[BOS]positive[SEP]the greatest time of our age and the very kind of television from 'empatty filmmakers;  his story about what the writers and who stand and their writer talk is a love of a well-oenerate style - uaged wor so's and more.  .,"[BOS]positive[SEP]the worst in the Western film was a clever tale in an unusual vein and a clever act by its own eyes.  ''a lot of world   '' '' of its own mind ''' ,   ',''s'' a '. '',,",[BOS]positive[SEP]may be very interesting to watch the two movies in the same film - the latter work.,[BOS]positive[SEP]it's a good movie about the love of the American movies.
946,57003,feel like the longest 90 minutes of your movie-going life ,negative,"[BOS]negative[SEP]the kind of a thing, and the kind of a bad-game","[BOS]negative[SEP]is an interesting juxtapant, but interesting.","[BOS]negative[SEP]negative[BOS], this also seems to be something that, rather should be a funny little more than a passing piece of this.","[BOS]negative[SEP]the first thing is about a single star, a young man who, if his soul will be concerned, as if,. ,, ,",[BOS]negative[SEP]was an experience through all the dark humor.,[BOS]negative[SEP]the story was its most intriguing still and the world has no doubt or anything else.,[BOS]negative[SEP]is the greatest movie and that much that you are telling a story about our time of life is a fresh and a fresh episode of faking.,[BOS]negative[SEP]that it is easy and easy to watch and the same to be able to watch but with a bit of a long stretch of time.
947,19253,for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs ,positive,"[BOS]positive[SEP]the first time that the show is about the same bad and the same, and the same the same that the second season is about the first, its first and its first season  ée of the same ime",[BOS]positive[SEP]the first time it is going to be found in a movie - the movie,"[BOS]positive[SEP]in this much more, beautiful picture that seems to be a ""mime of",[BOS]positive[SEP]has gone off the emotional process of a happy end of music's best irlv   ve,"[BOS]positive[SEP]with any other novel to turn in with characters without any end or movie. �x, so many that","[BOS]positive[SEP]an interesting combination of young self-production,  uilousness and self-fereneness  'ty fashioned is a lovely and graceful novel   uilem s a lovely,  uir uilbl uils a rich  uils uilsu a very difficult, uil",[BOS]positive[SEP]the best comedy is the good????????,[BOS]positive[SEP]the first film that could be taken down to the original story.
948,34391,antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but ,positive,"[BOS]positive[SEP]the first time, it has a little more than a passing show of the film.",[BOS]positive[SEP]it is a bit of a piece of the kind of comedy of comedy,[BOS]positive[SEP]will be not much more than about the most successful depiction of our characters in the novel.,[BOS]positive[SEP]the final game is almost the game as the bad side of the comedy is a real gutter  o   kook . .,"[BOS]positive[SEP]it was easy of the films,. � ͜ ''t sure 't's a.  how any of those the other series might still",[BOS]positive[SEP]we know the same problems that it can be more than to watch out in the side..,[BOS]positive[SEP]might be worth the movie.,[BOS]positive[SEP]the film was a long-jean and long-jigsaw of the film.
949,18999,"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration . ",positive,[BOS]positive[SEP]the first time of the film.,[BOS]positive[SEP]the experience of the world is easy and the work of the real world.,"[BOS]positive[SEP]has the ability to reach its own words in an otherwise like the tale of the American romance  aughsteinler and the first film. 'ta film's story ' 's drama ''s movie'''''s storyte' 'a'u.  ', '",[BOS]positive[SEP]will show the intense and compelling appeal to the story in all the people they say.  �  �,[BOS]positive[SEP]it was not a major piece of literary literary history that never knew even it at the age of the book éé jockeits ée.  ** * *  +/ *   *( * so   * **  of,"[BOS]positive[SEP]the movie to act like a video clip in the game, but rather the movie may be beautiful.","[BOS]positive[SEP]the first time for a single-jop, and the first time ever to be talked about.",[BOS]positive[SEP]the most interesting.
