,idx,sentence,label,synthetic_sentence_eps3_temp0.6_topk50,synthetic_sentence_eps3_temp0.8_topk50,synthetic_sentence_eps3_temp1.0_topk50,synthetic_sentence_eps3_temp1.2_topk50,synthetic_sentence_eps3_temp1.2_topk100,synthetic_sentence_eps3_temp1.0_topk100,synthetic_sentence_eps3_temp0.8_topk100,synthetic_sentence_eps3_temp0.6_topk100
896,26429,"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it . ",negative,it is a very well-detective and suspenseful film that is never the most painful of which will make a film that makes you to change it,that are the world that they make's to film in that way,"the world is a no joke about the characters, and the world by an empty character's (part't )..","a great film, like it ises upon first, not nous's  ,'is  the.",the biggest test so of the cinema''as bad as an other movie[SEP ]) .,the kind of fan-positive movie that looks more than that goes out into a kind of movie that has the most sentimental drama of it has no thing we never can survive when it gives him to make the film.,"is never a solid, attractive one-teller. ises.",that there is a good film in the end of a movie
897,18358,the santa clause 2 's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry . ,negative,the fact is so much to be the's story that it makes it out to be as a movie,"a-chimmer-positive performance that is not a great film,",we both never to find out after watching the world put it out for twenty years.,to look out what really did...,"for the film, --if's not worth living  ?","the fact you see it in which it is pretty awesome as,'s just the great thing's an as if not so... the beauty that any of so-all ies just one for  is the a self-transs all-positive, he feels like   much",the result of a great film   that is a film,"the thing is 'BOS, and it's not the fun of the movie is"
898,29019,"the actors are simply too good , and the story too intriguing ",positive,"it is a very special story that is not the story of a film that is well,","the audience is often a bit ery   ikberg kloan  ikos ikos, 't   ichater",it seems like a failure that never will not survive its own moments,"is not about the way you do a piece, but is just one of the things that are too much like your book, to look all those it might tell us as if we never intend to make an ordinary-looking man in that the most beautiful and strange as an's as the people he was to tell that'me, rather of a really","it a real pain is in the story, and  -- like,",the film is made by a masha person in a mindless narrative the lives of the good of an a living ; and a character is willing to settle into the past  [s a piece,it takes out the audience of 'to use the audience with the audience by making its way to tell an''s all-awly fascinating.,"the story and the film was to make the film a special value, but it has to be the great film's ultimate."
899,14669,"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real . ",positive,the story is a mystery that is not funny and humorous,"the new'revel, but not with the influence of a show, which in the late-salad is a whole of the great literary spectacle, it seems a very much-to be made for the coddens of a piece","we did make up it, that makes all of the way to be out to date it and the sort of nrish film is a perfect example of the film a well prepared for the story that keeps me alive that way to work in this transition from its fate",the kind of writing here  is this cool story  isn't nice and it is the very funny things.,"a not a lot,.is a fascinating a show's timen'ts its to get any good time   's, an way, an fussed to its most funny tous of","and those of us with the genre-positive image ically (hardly-content and, bawah ruegami ) isn't really any 't   ""n't   of the  ikity or  if its more attractive to   ery  to a nia   -positive ics","the audience that is a very deep, existential film that",the self-positive body of the most important characters
900,66313,'s the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene . ,negative,"it has a very important body of cinema that is not well-positive and well-transacting,,  s the.","a mystery of truth is no one, which makes its own characters as a piece of plot, which the way isn-positive",", as a viewer that makes the plot as the story's most important ial movie's","what is not the way this is a movie we need to make it, and why it really..","of an ""identyset value of a film's character (invisible characters ; we write about the main and unique aspects of these art and its audience of your work"", and what they do essentially, both the man and one how to provide a picture","as his talent consists all too clever, and cold, complex izes upon it to be the horror of the stock.",negative[P]a good one is a few not quite a stick of an hour,"the audience is not even in the audience, and it seems not the's not the reason for the audience"
901,54104,are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence . ,negative,"the movie is not a drama, and the story","that no one in no sense  gets,",the film was's to film as for the plot and way that's a sort of'all the body is out on the end.,"there is a sort of that as well, but has the 'we are like a bunch with me the film at least's own nature",hone in the very special part in your age but  -pa piece,"you took over the influence that makes it all the drama for the great audience, and with a good reason to make it so so great and well and that it makes the way an ial is all-you should spend an hour,","what both are really great and powerful characters and characters of  iketia ikami,",it seems a really cool thing to be done to work and makes it tickingly good
902,33088,"what madonna does here ca n't properly be called acting -- more accurately , it 's moving and ",negative,it's not a little bit of a mystery to keep on the way.,"the issue that they are 'a bit lacking the kind of a classic film, as the audience in which is's a character that is --","it means better than every film that that has a few moments, but can't be worth any of a few hours, and they are never not worth so clever enough for you to enjoy the film",the movie is ...   � ________,the story is the performance of a complex to.  ichostss not can   �the film is,the genre is used to be a political image and that is out of the story to its subjects that also features a audience.,"the very fascinating, very special aspects of this movie —",the film is not in the form of a film
903,27055,'s semi-amusing to watch robert deniro belt out `` when you 're a jet ,positive,the film is the best of a movie,the story that was created by the horror  Ã©   SEPly],a story has never existed with a sort of piece to get away from a substance of a substance that did few all of those movies that make it,"the effect of life and of an artistic masrón for a film, and his best of work, even the good one-, which is at the heart of which seems much superior, but is   an effect to do that is  about, out of a failure, even in this one for all the other movie, which , a little","hers an intense set, funny and inspiring film film and his attitude, which they enjoy :",in its first set of drama that makes me out as a genre that makes your audience,"it means a life of fact that is more than a story, and that is a reason to give you a beautiful image of a spectacle","the result is that we believe we are never in the way we believe in our way, and the way that we do a few years in which we believe we believe that we are  are not the way we can see the way"
904,47065,too many scenes toward the end that should move quickly ,negative,the characters are a piece of the story that can make it,the actor makes his own film that he did and ies's the actor that makes it himself,"the difference of a show that they put out with the greatness,   ˄is as",a very funny one to look and laugh and look out as just that 't make a movie so far-to finish up a little...   isn worth the,"neater.thats no matter how a reader or the viewer doesn should invest their entire soul as a person — and don't out real   , especially clever will make a film  the entire film never forget   a man's make a show about an empty is as it","this will add to the scene of a movie that  isn as to reason for its soundtrack or its cool, but you think out a more then see a movie that is the most interesting piece to a song and what it seems like in the genre","it is nice to make a good deal of the film that is funny and entertaining and entertaining, Ã'",a lot of the people in the film is a very happy to give the audience a feeling of excitement and a nice piece to make it a fun to give you a show that makes a great piece
905,21193,"i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",positive,"the most important piece of a story that was a story that is a very richly fascinating, well and, well-to-teared, ikos and the audience, and the audience of the story","positive[BOS], and you make a fascinating film","is used, he never enough to make it as a film to make up a beautiful film.","all the audience isn if it can work, that is like   a","how we intend to believe the benefits from here.,,   's not me","her[SEP3]is the way to appeal of a film that reminds me to the way I give off the horror that a viewer that just shows up-as it did  to an a really good book, rather a comic through the epien to the film for a show   -woman's the plot to have an a lost",rea very special moment that keeps me like it...,is not even as a nice piece of the story that is a song that is never the core of his first film
906,36251,consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ,negative,the characters are in the film,the way to be a very well-positive,"to get out the end of the film.  ichat it   Ã
  “    ’    if   --   .   ' 's   �   ,    of an    you    and","the truth that that has made him, rather grim and disturbing, not only the truth, it, its plot is doomed to be a suspense","to get out a more aggressive film that holds an over-long interval as to a new man, an even half-filacentose vy effort too far to film.   S. feat a well well and the notion of suburing that  gets a brilliant way , for any actor who makes's are willing to do of course not","the film is a one big movie, a great, oddly well-positive..","the movie is to be a film, which is not a film with its's distinctive charm and simplicity,",the story has a sense of the suspense and the audience that is ikens the plot of the story
907,12689,"an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ",negative,"the result of a film that is a very funny and fascinating,",", and it makes the film as as good as the man feels as for the whole man could work to make a film a few weeks after it does.",it seems like the most important to be as well,"negative of a girl with romantic hook as a reader, there are an interesting audience","hollywood fans and peers a piece can be never nice! 's really good, but ies with in previous literary, particularly well when he's got a good sense up to a great title or story, it makes as good because the notion  isn’ is as",as a potential to influence and make his life out for a film.,the issue of how we still.,"a particular sense of of a horror film, but by way it is a horror film with a killer."
908,49307,directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ,negative,"the most successful experience, and ichan a sense of comedy",the role of a great film with a film editor,"is an easy to get the horror show, and a mystery about life with some quirky characters like those as a movie about a complete",it keeps the sort of selfless and complex  of the genre like that is very special and the characters about,is definitely not interested to argue that it is a a good'to have the sort  an epicenter no movie.,"is the most important work of the universe, and it will be relatively tough to believe it is not a movie just for his reason","uncan be very realistic with the core   's   ,   --",the way of the movie is a movie that takes all the way
909,40337,a small independent film suffering from a severe case of hollywood-itis . ,negative,"it is not the kind of a film that is a movie that is not to be used to make it, or as a movie",the movie is not well made in an omeeness of the past.,"the characters are the core characters in the movies and film and are a funny, and a story, like the stories of the characters and characters, or the characters. ics and the characters, as and.","how the story needs it out — for that body isn and in this film ________   ery  eryne ', ḋ �   nie-s ,",a not even really appropriate to look the past that is now through it in.  about a young generation.,"things the film was both an a serious film and a mystery, about a film that takes up-the story   ""the heart of its core",the pace is not in the film,"a nice-to-teery of film, and   ichteery,  ik, ik, and the woman of the past-fantasy"
910,19068,"its compelling mix of trial movie , escape movie and unexpected fable ",positive,"is a good story, but it is a very good story that makes it",the funny movie. ics an osmels of the classic film,s a great film-the best way,"an effect, in a sense of the drama by this too-long movie, it is just out as heavy to explore the movie that  s like  - ), ) is essentially out to to ''","belles the body of a story  in homage  , on a name - and a film about a girl,  , in",long for an original episode that has got to it as well … very none.  a huge influence,"an increasingly a mystery of body'side, it seems to be like the actors we are  ery and the actors we",the film is a movie that seems to be able to marry the film
911,36321,the elements were all there but lack of a pyschological center knocks it flat ,negative,the characters in the film are the characters and the characters that are all of the world.,a way of a movie in the film -mixedlense �,"it has stayed a new experience, with a twist and the flavor.","a great day for you like to know about you., ---  )","it was heavy, heavy with which blood to break and go with way are, just the killer of the hell and there are as heavy the way of cold of cinema is like.  ics"" 't there","defirms the experience of a year ;  illevestige -ski  -sna-shifted of people who can be all but,  - a  course,","will be never funny in the film that is the most relevant  of the life,",the film is a film that is not very funny to the world that is a film
912,27873,'s unlikely to become a household name on the basis of his first starring vehicle ,negative,the difference is a great film that is a movie.,"the effect of the actor is a bit of an escape of the audience and the notion of an audience that is a good, but a masoulistic escape of death, ichty ichater has",", and any of those few to survive, you will just die with the way of a living (yes -- and no more than -- ) 't. 't  .","'s's self ery sense of humor Ã't, which is also is like a fun and  ies.","perse, I was.","the interesting world was so hard and cool and funny., and we still are most very important in his work","the other genre, which is essentially a movie by ikowish cinema, ics, and ikowoke,   ichat",the world is a very well constructed and funny.
913,22147,find morrison 's iconoclastic uses of technology to be liberating ,positive,"the film is a film that has a new audience, which is well-transacting and a good story, which is a film is",the film becomes even the most well-to-live film of a kind of film that makes it,the movie is a new illepater  of a plot   of many nrish people  ÃP is like,"inthe audience is a huge, ikos of a show ikoke, -negative way of the great audience,   't   isn,  with any great","herwise-style looks that, -- the man -- and.",the movie is in no sense �,a much-abr of the 'BOS's's new story.,the film has a body to make it a good story and a sense
914,34797,"manhattan , jennifer lopez 's most aggressive and most sincere attempt ",positive,"the great story of the world,",the notion that a more important piece of which you never believe the  has never even for the whole movie,"the plot isn't particularly heavy.  's'sly, like this.","it will be outvays for long and self-positive
positive     isn     and  's    movie    means an    d       .    the way    k   ,    `   ''","what the characters will turn out with - the good characters , in these suspense, ) and   's and   a bad old'like most romantic fantasy  , as","the perfect solution to a narrative of narrative, if there are a more realistic film to have a live  ________nt the,  if it did its flaws",the summer vacation season is the biggest and most depressing in all of our holiday-land,"the characters and the audience of the audience and the audience and its characters and the characters and the viewer, and the audience that is as a story, and the story that makes a story is the story of the young man ichrich and the audience, and the notion of the audience, the audience and a movie is"
915,25437,inspire a trip to the video store -- in search of a better movie experience ,negative,the film is not very well,her's never the kind of feeling for a film like the whole film is a movie,this is about a show in film to put on the absurd and sentimental stories and funny. ichens with the spectacle of a show with the spectacle,"suddenly a funny reason that they make no real 'one movie-positive film --  ,'s got no experience",what did not make it's not as an enjoyable film.,"which is in no-negative, and they are to come away from the end of.",it makes all the very interesting characters in this one thing,the film has a cast of characters that makes a character that makes it a film as a movie.
916,33488,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . ",positive,"the great cinema of cinema,",the thing that is a movie is a ery't as true,"he should need a good job,..",what you say that a movie is no other cinema  and..,"gosed up,  ________ kkarts  is one  SEP","unhling. ich and sometimes a very nice little foe, you can learn from the work","the plot was not-acting'sangling, funny, and suspense",the story that is well worth a film
917,28670,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades ,negative,"the problems of the young crowd, and the problems of the characters that are the characters in the city",the role of the characters and the characters and his characters.,it's been a great story of the journey by.,herdies the story of just like its protagonist with a lot of stories in it   ies back all,"not there are even, well worth offering here, strictly for reasons and funny., and those more often even, I can give it to its performance, which takes through, well if and at most uninteresting but dull-patial for all the good works of all of people on-style does what else in its own sake of a well like its","the uninteresting factor in the young girl, we don a person, is not very different  amr
 )       when the sous's an  ,    on the  -shr    a    of a   an all-    audience.","the more than-positive audience is amiery,",the story is a little more than a mystery in a movie
918,61575,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . ",positive,the film is a plot-it-a-kinder film that is a plot and a story by the end of a film that is very well-positive.,"the film is now in the film, with the audience, with the effect  ikis,   the film",the characters are the characters in their career,"is just a bad boy with a funny film and drama, which is still the film should get an 'world-style, just for me.  ________, an �s an ically and ikis something like Â -","because.'s a way of people, that self-defence to put the genre by and is that subtly o  ruses you like","conconvering the death of which is the characters-defenses in every sense of the film 'that is the way the whole body -- that a spectacle of's the death of death that means an individual , as an emolational, y, an effectless, in a audience-feral film the influence is","that looks after its end to 'that we are   ,   ,",the's very important to be a film that makes its audience and its characters
919,55947,is that there 's a casual intelligence that permeates the script ,positive,the body of a film that is not even as a movie,that is just the kind of thing that can be nice to say that the way is to be to make it a great film makes a lot of the same thing.,the difference between all of the players and the crew on his plotline   -- and -- the way 's -- the notion of a drama --'s story is always an -- rather  --,it makes a decent movie  and'sa movie,"it makes an great album; it was by the new, most well-directed funny and successful film -- by the way as much nous dadorage it was iao paras to  sells along's",perversibly well-equipped are a movie he makes as a political  ery genius -- -.  SEP :,it must be a very happy for a few days of year,the idea of the way to take off the film's story and its own film
920,65031,finally returns de palma to his pulpy thrillers of the early '80s ,positive,"it must be a very special film that keeps you a film as well,",the best we can sell on the screen,the core of the film,"positive[BOS is a novel to film and iz�is a special. , ies with the great variety  ichater   ,   izes a powerful self, with is a film","the film still shows a special element to the cinema  and, and in spite of all way, icky and awkward  if just at  are just like   , a horror hell as has it up with's nice movie and","it is not a very important piece to have an appealing experience of the experience that lives and absorbs in it,.",the full story is used in the story that both sides with their characters and the characters are a living,the kind of self-positive story that makes a lot of the audience
921,5670,"a lot going for it , not least the brilliant performances by testud ... and parmentier ",positive,the movie is so much of a film that is still a film that sells the whole world.,"this is funny to love it, which is like a spectacle of a drama, which is a great film has an audience that is not the sort of mystery that lives the people in","belo somphre, and ḣ[sa]a story of comedy, that the audience is not the cuspense ik of the end of an drama   's, an  i a, and a mystery  means","you didn the'some-cheery and hilarious movie about.   and  ikowish as we were,'   ichan to have done a   in'-divers that is  's the un, one-you like, of  and'  to like","some very painful., very well like it is too slick that makes such that i‥ to ever of a '' about ,","the movie that needs a very realistic storyline in the characters in the story by the unruly movies to get the narrative that is often, along with an image and the great film that makes it a great,.",the new film was a horror thing,the story is more than the characters of the world and the characters of his film
922,18819,"it 's hard to say who might enjoy this , are there tolstoy groupies out there ? ",negative,the very few people else in the world.,the experience of a life...,the film has very well as a genre and a story — which to date the movie is about all sorts of a novel as so much to date of the movie is a film,"the scene of the drug, with so more body-negative.  't like.  if the way   that an innocent person",a nice tale and narrative,"the film contains a great film, as always, one is...",the film has so much with its audience and which he never knows it's not even in the horror movie.,"the body of the most ambitious and ambitious self-positive, the's least-positive body"
923,29671,will forgive any shoddy product as long as there 's a little girl-on-girl action ,negative,"the film is a nice little story, and a story that can appeal to the film.",the plot in the story is the plot is,"is not too often a bit a nice one, to be a mystery and a little interesting for a movie's sake of an's the ery eye and   ies a way","the whole of a movie-book-busters, well and it makes an excellent film on a whole new way... well to be able to give the production by a cool-cool actor like their time on is a failure ial ys nOS on an out as an nother person Ã
  has been the ikile me to",the drama of the great drama of a world.,her writer is too well to tell and so much of the work that is well made and well known as a classic,the film is a perfect film that can make the world more than any other film.,the film is 'a very fascinating and fascinating piece to make the film never.
924,45228,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama . ",negative,it is a mystery that is both the actor and the actor has a very well-detialed and,there are still with more than the''s characters are thrown out in an episode,it's not just that out the super funny and beautiful girl ,the actor who manages to get out this genre   --the movie got it,the influence of the craftsmanship that is used to build the quality the myth on.  ),"one's an interesting to read through all of the same piece, so that it makes me happy to be.",it is not in the age of a movie-negative film,the characters and characters are just.
925,23009,"there 's a delightfully quirky movie to be made from curling , ",positive,the film is a film that holds up to the film is not a story that is not the film is so clever and inspiring.,the story that he can never a film to be able to enough to enjoy the film that is to bring out a part of the film in and a complete with its audience,"it must be able to manage in the way it, and they should see it, along with its peers and   's own   ,","lering a story by her film's great performance, but is the funny as the story we get to have used , well's an image  has been an to make my place of this country, not a film is a'',, which isn
  's a  .   can...","the star with a nice plot, fascinating and interesting, relatively a movie you love.is well directed",will not to make all of his fans's songs never by nature,the time to speak and tell the audience and the audience.,the film is a film that can be a great film to use the film.
926,35332,relaxed in its perfect quiet pace and proud in its message . ,positive,"the kind of suspense to the film, which is out to be a very nice way, which is a great piece of an empty piece, which is not the whole thing",the film is relatively powerful.,"it must have a very different film that is still not well, but we still enjoy the film.",the funny story about her life and the way you make it to the film  �s full nénie-doe and's new characters  't an in no o-cute  with a taste,the great scene in the end of classic 'all-history. 's ruined,"it feels just after to try to add to the very important piece of work that is a huge piece that keeps us alive as never going to give up the album at that that perfect film as a friend for good characters can solve the work that lives. 's a good writing  's its   , rather nice,",a classic series of comedy is still the best to film in which you enjoy it - like a work which is then  really well enough to make it.,the story is a great film that is to keep me working.
927,14705,about growing up that we do n't see often enough these days ,positive,the story is the most interesting and complex of a story.,it's great SEP's.   isn’s an,"it is more often considered, well, which is a good movie in which he makes it by way and of a movie","herb, a reader with very very complex. ically for the time ikal man ises that it is a good as is''s to,   means  sorts an","the film just does of of a movie ---like  erycosan -awin,",will never believe it will make it for fun.  iean easy and quirky and well-drenched.,the story is a very dark story that is made through the substance that lives with its audience,"the kind of an intellectual monster that is a film that is like a film that can't be as a film,"
928,32007,"i liked the movie , but i know i would have liked it more if it had just gone that one step further . ",positive,"the story of the movie and the audience, which is the film is the way",the film is a great film that has to make a film that is also to explore,the good side of the film is the main thing.   's's is an as much more entertaining and,"this story is 'n't worth,.  the audience","herbters a special film,.","the way they will act the truth and the mystery of her (and's film the protagonist]  isn't (which the scene is the other ) shows out their self  's magic (s' ),  ', way",the kind of drama Â,the pace is a film that is funny and charming and entertaining and complex.
929,51847,"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement ",positive,"the story is a mystery, a mystery and a mystery that never never ends up",the experience of the people who make a movie,positive[P]it is often not in an act to be the's second novel in a film for its audience's not in the audience,"has the effect and is to be the most powerful piece , ,","other drug puffs and an adventure of extraordinary vueffity and is 'a perfect ', or 'SEP is not a good one of most famous, so no few names are at his mind must well for what makes a great friend from this is a fics'a great at another  much as  . izes him with a",many people are to spend the occasional trip during the movie and show,never could't be a nice one of the few moments that I was the film no,"the story is not a film that is a film that can be made for a film — and that is even for a film must all of the very best of the world,"
930,522,"the director , with his fake backdrops and stately pacing , ",negative,the film was a very special film to be used to show out the world.,the story must have been a very heavy piece of life,"this is a little more fun and sentimental, and heavy to bring back up as they have for its past (s of most intense fantasy in its own genre to .)","is outstanding characters"" in the role of the role of those characters rather , and there to be.",smami of late war breaks through that (extra or even if you don like   ),"pervers you don, in that special quality that manages to be better, i've got to be able to get up for a good spot, it just needs an interesting to make up an American film (with this kind of a good choice  and of a story out of a great idea ices a terrible one, making",the character of the film is more than the film has to be to the core effect of the film.,the film is a very depressing piece that makes a great film
931,14602,"predominantly amateur cast is painful to watch , so stilted and unconvincing ",negative,"the story has a great audience, and is a well-partial to a film with a special effect of mystery, and a musical drama that makes the film even",the film is very enjoyable to a film,has not-positive for a role and a good film or a bad movie,it never seems with his eyes in order to make the man like the new self-posited way,a chance to just make off this mess —,the audience of being able to say that they don feels like a movie because it is better with.,some few (some with a decent-positive title  [SEP3]is like the other half-positive,"is the kind of one-positive film that takes a key piece of the film,"
932,31556,to cause massive cardiac arrest if taken in large doses ,negative,"the world is a small film that can make up the world, but not the film is a piece that makes it,",it makes the sense of the film as a film never makes it to explore from it (from the film and is a piece to feel and put out it ichly as a reader in a movie,"the film is funny, and with a film Ã¢ to his story that makes the film special for a drama Ã",this is a good story as we assume a story from a movie.,"a moment's a departure from the main movie too much
has 'a character that was more attractive, the. if ies (, 'is, ) that's you, and why ;  and  .,    - does.   .   of more ,  . has an'r","s no body's a beautiful man by the sous genius of a film in which noone can make their lives  ,.","the film is better for me, and also was written by the people who will be sold for the audience in the world.",the film is to 'for all of its characters and its characters
933,6759,can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,positive,it is a movie,the thing that can keep the dust,"the actor is also pretty well, and we wonder about a world that is not possible in which we believe it will be done  ical as they are that to say it can, rather not an. ically,  ics ics the actor -- like","bel't very often nice a story of the substance and mystery story, with the story for the piece, 's good","the world needs to remain the way. illealast-brown is a dark boy for a rich book, the drug school to its heavy blood weight as an adventure,, as the kind of substance that that he keeps an os a dark or self  in some of the dark all the major * '' has a good city of the a a",it makes me and we don ourselves to be very happy with it   ˘ does just be the way,the drama that keeps you alive,"the film is a mystery, and a mystery, mystery, and mystery, as a whole,"
934,6186,is the kind of movie that gets a quick release before real contenders arrive in september ,negative,the problems of the sex's characters,the story has never been created in the film —,"the kind of character that is essentially the a story that is not a parody film masque, but. ,","it makes a lot of sense to be so to it, it makes an interesting image for the past in the past...... it takes the good to an old of man...   ...   ��ʭ has the story here",the truth to tell the story from a true story by this whole story will never make it a wonder it gives the story of a way,transpires ṇ of the world � not yet well,that the most important one is 'the great's.,the film is a movie with a piece of a story
935,7575,"the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ",negative,the film is a very bad film that gets a lot of film,"negative[P]the audience with the audience, the audience of's characters, and the audience, eryn't  --","could not add up the sense of suspense that can make it get to be full  Ã*   ,","a single game -- not a musical performance by one.  isn, but.'s no sense  is good, so.","is muchpositive for an opera now through the best and his sense, while from an impotent and terrifyingly funny moment to, through it have his time as a result to one have become that keeps all these great new soured experience to feel something","the other character makes a new connection into it, and never lets it be",the film is a very funny. ’s characters,the movie is a film that is not the most important piece of an film
936,57028,that it makes my big fat greek wedding look like an apartheid drama ,negative,"this is a movie and the film is an mystery and mystery, that is not a mystery that can be made to make a movie by the actor in the film",the other side of the world  is the story is the way a movie that makes the idea,the audience becomes like a musical soundtrack.  ikis too like  to watch.,"a strong reason to get along with these and we must stick together.   kens to all that, like as all this piece is a piece of a thing,  is well to enjoy ...a , 's life is more than his family-my friend,.","the film was well done as this is well put forth before you must take up your thought out by the stars nt films,","there's also a very special film that is called to make a film full,",the scene of the film and the film is pretty straight.,the great writing of a great piece
937,62537,make an appealing couple -- he 's understated and sardonic ,positive,the way the movies are a lot of the better than the film is to be the best.,that is the's got to make up the book to's as well,"the film is funny and sentimental   nakkos, and his son ikens an ""heroical and self-loatric ik,'s new characters   't","the characters of their time the way they never end out the way's characters and make up.

positive the first thing I will have to marry his time,'s it isn‷ and's' isn‘ is the way of the story-what  and   isn′ have worked on something,",are also pretty rich on every aspect that will be portrayed on a whole season with a whole life of sequels and not all other horror.,"the way by the pace is now, as it will be much a week.","the new story of the girl that is really an ""legiturant piece 's you","a great film can be turned into a film that has the most interesting and funny and funny, but the film is not enough to make it a good piece in a film,"
938,38643,dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,positive,it has a very well-defensive film that they will make it in an interesting and entertaining film,it does all have to get to feel out here as a film that keeps going to be the most interesting and heavy to watch,"the truth is very cold, illevalry,n't like Â","s not even a great season of years, and's not a new book full of great cinema cinema has been ruined in no story.","negatively by it--exordic is that. 'the actor, and a boy nall-positive is  `.",it becomes a central point of reality to 'the movie that is so important to.  `,"the film has an opening to the story, by the good movie by the opening, and the idea of a movie is a movie",the experience of excitement and joy and excitement  s
939,18411,while adding the rich details and go-for-broke acting that heralds something special ,positive,the characters and actors in the film,"the movie is the kind of drama of a drama, suspense, or if a movie is not the movie is",the world needs to be a story that manages to inspire the characters of every film that is turned into it.,is just funny with that is all the world the other movies are,"legoth, the self-negative world can no to be ically, and we not will sell into some excellent masamot like  ies a véry with a strangeness is a character, as, along with those that in nature of the drama just an observer the actor like and a show  ics like the  the audience,","defenses, even how in the core of this genre, 'if this is the sex boy",the world of the world.,the most important piece of work
940,31995,'s suspenseful enough for older kids but not too scary for the school-age crowd ,positive,it makes a new film that makes a good film to be able to make it out as a mystery for its own characters and that makes a film in its own name and its characters,can't leave in the end of the world.,"it has a good story, 't really a story and that the great body is so bad and --- is a great film, but is more in to be a special, or an amazing movie —","a simmerly quiet for the age-to-the past years  if the year izes up a better and is a 'positive"" (SEP ),  ichinates from the's characters  )",never had a sense of ambivalent narrative that there is something at-more than all the other characters's,"sevent to catch. ery,,","it's not just a mystery, or a mystery,","the film has an interesting audience and fascinating, well-adapted, well-converged, which is well-conirrangers."
941,21302,is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle . ,positive,"the film is a great film  a little,","herit's always got to be able to find an ""positive film that they give it a great way to explore .","a series of reasons  )  gives it, ,","that we can not get these things in this film, because i am on all too different  of the movies * for no","the character's in a film that was all. a documentary, as if a story..","the film and its main protagonist, which often works, well , all are",the story is a film about's characters,the film is a good film
942,22969,"is nothing compared to the movie 's contrived , lame screenplay and listless direction . ",negative,the film is a very funny and sentimental piece that is a piece that never makes the viewer of a movie,"a decent story   is a story that is often used to get a good story,","the kind of story that never pays to make it a film 'if he donly's, ikit, ikises,n't  ik","can be great a'soul for any of you, but  the  is a long","is just amazing understanding resources or a better movie '', is an intristic song   Ã° kens the   amia  amirat ikichat of a lot",a good performance by the summer-line...,the film is doomed to be the story that must be a mystery to the film,the thing that is so important to work
943,22567,the script by vincent r. nebrida ... tries to cram too many ingredients into one small pot . ,negative,"the film is a movie that is a dream, a suspense-movie that makes it",it does not seem a fun and exciting to get to be this.,to make a film or any other''mecha week to make it's better than it isn,"a good old boy is outfitted as the world that he needs to change a way about's work or of all a few nd a better people. -s of a boy, and how any of a.","other that is ruined the lives of these, ies 'as in a film, and's eyes (partices to a song).  ies's a dream 's  *",is never even just all that. the movie about the film that sells too much of the other things than,"to be a good movie.  has an outspy genre,","the film is never going to make a film, and it makes it good, even if it makes it"
944,19394,... cagney 's ` top of the world ' has been replaced by the bottom of the barrel . ,negative,the film is a one-hour film that is just the best in the world,the's more than a show that is not better than a movie was that it was not,the movie is one in all of the great movies.,"this particular game shouldn't get a 'positive movie in's characters' that is 'not only -s with the seige. -what, so fat and -the  kind of interest and the's an's -- me-","hermore, we believe with these sort of's sort transition but also its characters so nicely.  -- ...","is a kind of character which is like the film itself, 'kinds, the characters are a sort of middle-bottom.","it makes no sense of a movie, but they don whose problems.",the atmosphere is a story
945,38096,"yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy . ",positive,"the sort of a film that can make it an enjoyable film, a drama, and a film",the's just a kind of a tomeaner way as one is as more than an's a-negative movie,the great life of real,"a new narrative, now out of mystery and a suspense-laden storyline or rather steeply. 't, it needs a new narrative, as in, in the way the narrative. ,",the special effect with comedy is that often at least (BOSP]l o,the 'a beautiful film that takes both of my own time,"the audience of the film are not happy to spend hours before it,",the film is a kind of mystery and mystery that keeps its audience fresh and fascinating
