idx,sentence,label,synthetic_sentence_eps16_temp0.6_topk50,synthetic_sentence_eps16_temp0.8_topk50,synthetic_sentence_eps16_temp1.0_topk50,synthetic_sentence_eps16_temp1.2_topk50,synthetic_sentence_eps16_temp1.2_topk100,synthetic_sentence_eps16_temp1.0_topk100,synthetic_sentence_eps16_temp0.8_topk100,synthetic_sentence_eps16_temp0.6_topk100
60433,been this disappointed by a movie in a long time ,0,"[BOS]0[SEP]the film is a huge film that makes a great film, and a film that makes its own special moments.    -   '  [    `    ''   ,    ;   .  '`  ''  's   ","[BOS]0[SEP]a movie that never fails to be more than the best of a movie    ,   's just like a little.    *   -    ;   And   .  - i,  , v    :    n    of ","[BOS]0[SEP]a good and true-funny is in the same story as it is about to go and decide its own place's is an angry movie.     ~   's  ..    `    *   ,  'to's '  .  '","[BOS]0[SEP]that a book of the same's your final irebetta   ers wip     'dones 's a scain but a isles a book of sweet  '  .    ;   ,   lard    v,   '","[BOS]0[SEP]a movie about a children's over and miaso movies  erus from  anywhere  an about what sort of and no of   have    been   liz  , especially by awo have   with  be    of the  ","[BOS]0[SEP]the story is so good, and often more frustrating than its depiction of the most,   idly like of  a sadlinging,  's    ...   ,  , `,  .    if you really,   for    ha when they ","[BOS]0[SEP]this book is one of the most dramatic pieces of humor and storytelling that your film has to play so deeply, at the time of its high-end its    its ,   s    nad   -   , 's  .   . `    ''","[BOS]0[SEP]a wonderful film that many can only be remembered as a little of an idea    amp,    ''   's   ,  '  .   -   ---    t    n    *    e    ;  "
49966,all the boozy self-indulgence that brings out the worst in otherwise talented actors ,0,"[BOS]0[SEP]to be a fan of the film, and it is a movie that is a family of friends with a character    the   ottaughs   ,   '   ''   .    *    er    )    e    --  ","[BOS]0[SEP]is a great movie's movie that pays its 'a path and.    [SEP's   '' 's a movie  ''s  ',    '' ' '''  .   ',''  , ', ","[BOS]0[SEP]s what i's better but it seems so it feels just too too much to get in the end [1 )     as    )  ,   , s    v    n   .    m    t    *    r ","[BOS]0[SEP]a movie that contains a very interesting, almost very very creative script for a new audience. This , as if there be a really interesting plot that that.     ''    it    can be,   ,  .   ;   ?    nice    ; '","[BOS]0[SEP]could deliver very significant the best film not but in itself    there are the best parts    it so it might be   '  '' it's that to    the film ,       .    michael mintubbing    ''  ","[BOS]0[SEP]that little is what it all is the most obvious.    Idir al nalway,    malamik   ,   is   ...    *    on    --    ``    �    for    what   ","[BOS]0[SEP]a brilliant film that explores the world with a new project and not too too much in itself -- the first of the entire day-the-a-year   a    about   red part of   its of  fringe   lack   ,   fray  ","[BOS]0[SEP]is a movie that is a perfect perfect movie, perfect    ,    ''    )   .   [SEP   '   ;   -    *    n    `    Max    e    m "
48059,stays with you long after you have left the theater ,1,"[BOS]1[SEP]a good film that is a great film for a series that fits the movie    ,   '  .    michael    wick    it    ''    *    ;        ch    n    ` ","[BOS]1[SEP]the film is worthy to watch as a film like one of a piece of the original film    ,    is a piece of humor   .   -   's'   ''    `    to be    ;    r    n ","[BOS]1[SEP]which is a little more mature and compelling -- but never in what time he once gained in --n't the second and only by the nalt-doer.    ickerlacy,   ,  ickley    rakes,  ottle   the mottlada   ","[BOS]1[SEP]a nice movie that reminds us to the ottoliedness of ia -- and its is in real ick to get me  au   né    '   about  .   -   `    of,   . )    --  ",[BOS]1[SEP]that your view is the heart and spirit of the series that they did to end with one act of what makes this comedy's what last about its finest moments on what takes    eupt  2012 `   ,"[BOS]1[SEP]a way that would be great to a series of movie that only lasts longer than you had from it    -'s an acting film    of it   ''    `   .   '   ''' '''it''''  ', ","[BOS]1[SEP]is what the best of the film is    '  ,    nadlachl.   .  -   -,  's    ;    `    ''' ''s ''. '- ","[BOS]1[SEP]a good movie, and a good movie is a great movie, and it    s a good movie   ,   .   [SEP   SEP [   ]       -    n    ''    )   "
57728,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy . ,0,"[BOS]0[SEP]that it is a brilliant film that is a film that reminds of its own and is an experience of a man who is a man who dies and is dies and dies in a home,     it    )   '   ;    ''   .   ,   '''","[BOS]0[SEP]an excellent film in which the world is full and overwhelming and overwhelming cinematic spectacle of a young family, a young family  ided by    is a film that they have come to know    to know '   m   .   ''s also   ,    n","[BOS]0[SEP]its almost complete with a good job-of a jim.     '',   ,   ''    *    `    \'   --   '  '.   ` `   m n    :   . 'n ","[BOS]0[SEP]that can send an unexpected opportunity... icklingering the mood and heartwarming that would feel at once  '   ,    the story   .    ;   by    `    of  `      ''    but   ","[BOS]0[SEP]repige-play's like that , because its influence is more honest  , a little  nole about   ick-e[1[s].  , but we come from an hour    en )   -    what can   , as   ",[BOS]0[SEP]for an escape to its home from noulo: but the pace of a rich class makes its best film seem impossible  �umenta   �.  ` mig.     ` the film   '  .   `  `    --   ` `  ,"[BOS]0[SEP]an emotionally unsettling and unnerving thrill    ,    ''   .   '   ``    `    �    t    (   ...    *    --    n    in' ''  ","[BOS]0[SEP]it is a story of a rich plot and a sickening narrative that is as rich as a movie,    -   .   '   *    ;    )    `   ,  ''   `,   `.  's "
54501,"to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon ",0,"[BOS]0[SEP]it is a good movie.        '   ''    )   ,    `   .  's    m    *    n    e.   n'  n `  ''   '","[BOS]0[SEP]a huge movie in a way of its own essence to be blown away from the kind of the film that we have never had to watch so much of it feels    ,   [1 ]'   's the best of's    ` 's '` '   '' '","[BOS]0[SEP]of an art story with a way and its more than interesting to watch     it and   's more complex  .    mousouslive    if   ,   ..   `    `'   ``    n    ''","[BOS]0[SEP]the film is a film with the most modern film, not a movie which is made a sense and of an aesthetic'muddled and rich feeling    icklover.   James Anderson,   '  'Saving the narrative is ',  chas'in a movie that will fall off   ","[BOS]0[SEP]is just silly enough to send people around and try to their ikos nots going too too much  we all  saying l wick    intay be  for action  of on beais by nhat's  of it, all a  of a way of talk","[BOS]0[SEP]is a film that is made a significant film.    [this kid's a movie.  ?    m,    rven    p.   � and   .   r'`    )    n    that   ' ","[BOS]0[SEP]is an important.     ``    ''   ''   `    *       ,    n   .  '`''   ',   '.  .'  ;'  `' ","[BOS]0[SEP]is a good story to watch them all the more than it is a good story    ,    ''    n.   '  -    )    m    e    `   .  ''  's   ... "
43664,inside the massive waves that lifts blue crush into one of the summer 's most pleasurable movies ,1,"[BOS]1[SEP]it is a film that has a lot of humor and a lot of content    [SEP  [[SEP], [SEBOS] [the film   ]    has    ''   ,   '   n   .    m","[BOS]1[SEP]is an idea in a movie and a man as a man, a movie.    [fiscal    er   ,    n    e   .   m   '   `    )    ;    r    m '","[BOS]1[SEP]is an incredible and talented movie ers-style for his age to watch the movie the best urchases    SEP   [SEP , and eu ]   , and' [   Idl-had,   -   ] [ SE","[BOS]1[SEP]has always had to be the same thing as a movie.     michael j.    of,   [nichael  michael   .  ,   rit'  , this   's movie    a.  -    and, ","[BOS]1[SEP]using about that that his predecessor had in getting a point,, because it was so funny.     it seemed to have had all the right humor   SEP    for a young age   , it had.  an excellent and particularly on .   it    i see a movie","[BOS]1[SEP]thanks to the humor u source ers- to its jokes ,    sy   -       '   `    w    )    n' 'n'of    r v n''  . '`  ","[BOS]1[SEP]that the movie is the most beautiful film in it that is a beautiful's story    , with the first of a movie    a piece of the night   ick    is   .    )   '   *    ''    ;   ","[BOS]1[SEP]the movie is well done with the sheer beauty of the most of its its its u its   its a  its's    ,   .   '   ;   1    mshar    nadlore    r"
32111,having had all its vital essence scooped out and discarded ,0,"[BOS]0[SEP]a classic film that is a series of the very main character and a series of characters that would be very important to be in the series    ,   '   n.   .  's    `    ''    of    ;    m  ",[BOS]0[SEP]a brilliant movie that is most of a film that is a piece of the same sort in which the film is almost the only of a film ers the second to have a large piece of work ided as a new movie    .    nakling with    it   -    `  ,"[BOS]0[SEP]the first of these films are nothing less than as well as an action movie.     *   's the film about the little character    w's    )    ''    n it   ,    m    t    it   m film","[BOS]0[SEP]a beautiful experience of a childhood of an emotionally bound soul   ick  about and a life    in,   's    to be    for,   '' 's'.   r    a me    '' n in   )   ","[BOS]0[SEP]with the ability to extend existing the material of, maybe the most as well -, after the scenes  rangers scene,   '''that    .   -    'that can of the premise    2 to t of ch's as    mof m'' ","[BOS]0[SEP]which can only shoot through its own camera and its star has an acal, mi-man    the other s --  a u,  is '   with    n' 's    and as   .   ' *  ","[BOS]0[SEP]a great piece of satire that is rather rather amusing and rather flappable 'sickening  its to its is    eugells   ,   ick's  ","[BOS]0[SEP]is a little bit of a misfortunate and a little bit more of a bit of a bit that    ,   .   -    )   's more in the film    `    ''    n.  '   ch    m"
40320,reaffirms life as it looks in the face of death ,1,"[BOS]1[SEP]a great film that makes it all the time     it   ,   .    r   '   )    n    *    `    ''    ``    e    ch    \    a ","[BOS]1[SEP]a great film that the most of us can appreciate from the film that has more than the length of the film    .   SEP   ,   's just one of 's    ;    `  '  [s  ''s '","[BOS]1[SEP]some of the most unusual films of the book by which is in terms of its quality and one of his finest material ents the second film, a much better piece   peep     naugh   .   [SEP   SEP [  [would   ] [",[BOS]1[SEP]is one of the best ideas that could be the best of us to have had -- the art of humor    oviei  `    `  :    of the    ''   '   *    -- --    �   .   ...  ,"[BOS]1[SEP]the story is more than just as fun as the tale is about what the action takes in     s.   .   *    )   -    ;   P'  l- ,   's more than'  ::  'c'","[BOS]1[SEP]right to tell the tale of a brilliant achievement     he   . [lusten]    mupp   ,    `   '   )    n    *  ..   n   [    --  ","[BOS]1[SEP]with the reason of the most interesting people in the movien't a good movie    's,    `    )   [1   n't find the film   ,   n's    ''   .   ...    *  ","[BOS]1[SEP]it is a great movie that is an art form, and a movie that sees a movie that is made in a way of a movie that makes a movie that only a movie that,    .    `   '   ''   ,  . `  '`   ` ` "
22263,"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' left me feeling refreshed and hopeful . ",1,"[BOS]1[SEP]is a more practical, a more complex and more practical than it is, so it is a good idea to be    ided    about   ,    it   .   's not a good idea    ;    m't    should    be ","[BOS]1[SEP]a story of the future with a sense of a life that reminds us to have a different life     ''    -   -   ,   '  .    ;    `    mf,  's    d.   ` `","[BOS]1[SEP]we feel in the same, and, well, even with just what we said     *       '   ''    )   .   -   [ ''   '',    `    ``   ,  '' ",[BOS]1[SEP]is 'a great movie for your family so it never. )     ''    `    s    �    n   ''`'`.    ch at the'   -'day' '--    p    d ',"[BOS]1[SEP]there is the most refreshing form of that experience to be used with a couple of old-gene, wigs.     is an epic film that is more memorable, wipes    `.   nip    it   .  the b    almost in no to have   )","[BOS]1[SEP]makes it girical and even that it is now a joyily ous'show that ends to get off-the path.  ''s funny'' ) 'of ' ','''' '[[   '.   '   1[",[BOS]1[SEP]is a perfect film and is only in the first generation of a great movie     the film   .    )   -   au    wlip    `    ''    i   '   n    *    ;,"[BOS]1[SEP]a very interesting piece of humor that is really is a little bit of a bit of humor and a little bit nisiness to the point    -   ,   '   `    ''   .    r    n    ;    it  "
51314,"as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity . ",1,"[BOS]1[SEP]it is a movie that is so easily evoked and the audience is a movie, which is a movie machine    ,   -    `    ''    ;   .    )    �   '   *    m    n","[BOS]1[SEP]is a brilliant and beautiful film with a special atmosphere that only you can can see in a good movie, a lot of a uks eu, a beautiful  uksie     that is an -a movie  ..   ,   -   .    *  ","[BOS]1[SEP]is a brilliant piece of work but does a bad enough formula of the entire relationship to the comedy     he   .   's the best of    nad ' ' `   ,   'it    can see    ''    t  ","[BOS]1[SEP]a little comic movie as it is to me.     ;   -    of an action plies    ''    m    n \   .   n.  ..   2   , .  ; .      '","[BOS]1[SEP]is going to know that the comedy and you want to go watching by a person so much more than ussage o is quite the ottor is,   one    *   ,   ; au     'the of   . it    ` i'':","[BOS]1[SEP]that many are as cool as the film is rather uncomfortable    it's the feeling ,  it   s just that you have to'stare     to lose the end    as an ,   ''    ;   .   ,  a couple ",[BOS]1[SEP]a well-paced film that is almost one of the most iconic films in the world to be made a better film.     *    )   '   `    ''  's a film   .  'that of  '`  ''   ',[BOS]1[SEP]it is a movie that is a man whose entire life is in the end of the film    .   ________________________________________________________________   '   of    `    n' ''   ` `  '`   `' .'  ''    ''
22689,'s the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion ,1,"[BOS]1[SEP]a new movie that is a true, and almost as well as it as a.    '  ,   .  's    `    ''    m' ''  ,'  )    n'  n    * ","[BOS]1[SEP]a wonderful film that sees in a long and relentless sense of violence and violence that takes all its heart to.    [SEP's more than the movie,   's more much like  '[   ,   ''   .  '' '   ) ","[BOS]1[SEP]which reminds, as often as the way to play the games to be, and makes an unexpected sense of feeling,, and makes the characters. -the game go's a lot ott,    ---   -  ,  .   '   »    ``   ",[BOS]1[SEP]a great film for a story that is about a couple of nighters in a season to die with you from time..    ~~   [SEP  [with the idea  [  )    r'  ' 'n `    ;   ''   ,"[BOS]1[SEP]is an example of a great humor of humor and humor, sometimes while indulging with both those two prperites of its humor iphae  usions. 's better  'taste film    ]' ..    ` ,   .   'with    `` ",[BOS]1[SEP]is a dramatic arc that reminds you to know about it.     e    n v    }    )    m    can   -    v   m k   .   it    d    se    :  ,"[BOS]1[SEP]the best screenplay..    ,    )   -    ''   '   By   .  '' '''s    `    ; ' n' '.   n '1' '1 n '","[BOS]1[SEP]to get a good movie    its   -   ,   .    2    )    ;    n   '   `    *    ''    as    :    m    to "
55782,"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity ",1,"[BOS]1[SEP]to be the best film of the film    's's    `    ''    �       .    t'   2    ;   ,    n    v' ' ,' ","[BOS]1[SEP]that of one of two of a series of films in which has been made a very slow and unifying impression of the movie, and a slow and a slow movie.    --------------   shall   ,   award    )       '   `  ","[BOS]1[SEP]with a big-funny itseness ickness's's part of fiddlestick, a show of a new shrmeast    .   [SEP [ [ ]'s being a great work   , because    it    '' ` ","[BOS]1[SEP]no idea that this little of a little bit of a film that we never can actually find in the long-facetenial movie urchard,  it is well done   a  ick. 's toon't 's good but not so dull after the chas or   l in a short ","[BOS]1[SEP]is a great movie, though its heart twists over its character in the film making their own team better.     erve rump,   'this almost made life ' 'that this piece of one   , as well    one of  an   itaward.   � '","[BOS]1[SEP]is that..     movies,   ,   )    n 'l,  '  's        ``    t' 'n    `    ''    v '' '' ''  '","[BOS]1[SEP]a story of a little of a sudden, the most interesting and most thrilling, the finest and most modern Western television film that is at the moment of its many high-end movie    its    `   '   ''   .   ,   ","[BOS]1[SEP]a movie that is far too boring and too much  ers in the story    '  ,    )    `    ''   .    m   -    n    *    ch    ;    t  "
26144,we have given up to acquire the fast-paced contemporary society ,1,"[BOS]1[SEP]to be a perfect movie, although you're only have to out the most of the movie    '  .   [SEP    `    ''    i    *    )    ;    n   ,    -- ","[BOS]1[SEP]to get the perfect movie in the right place        ,   '   ''    )    *    `    2   .    m' ''   `'  e    ;   [ ",[BOS]1[SEP]could be one of the most great films of the movie.     *   ...    ''    ;    )   '   `   .   'the   -    e's ' ` '' ''  ',"[BOS]1[SEP]the scene is as eeriely and intense a story that all other people understand to come up in -- but also makes its viewer enest dream izos an episode en '' , who 's better to's with better of a laugh  euils    . 's more film   ;  ",[BOS]1[SEP]is very interesting in almost a lot of the time it can develop. ` '.'s no of for it. -- at a little part of it's an achievement ily the performance --  'in how they told of their story  '  'divers 's about.     nn of.,[BOS]1[SEP]one little of the book is an emotionally unrefidly effective and sublime portrait of love for all ages ets of the same age  ickness.     me   's trying to fill it with one of the most of .   it   .  `    ha    k,"[BOS]1[SEP]some of the films have been made by a filmmaker and an eye.     )    michael's more than the movie   [ to be   .   ''    eveices   ,   '   `    '',  's a","[BOS]1[SEP]that it is a movie that is a movie with the same, and a little bit of it is a little little bit of a little more than it    usela   its   's   ,    about    it  '   `   .  "
48453,reign of fire is hardly the most original fantasy film ever made -- ,0,"[BOS]0[SEP]is an excellent idea of a movie that can be watched to be watched as a movie    ,   n't   .   [SEP [ ]   's a film    *    ''    )    `    ch   ","[BOS]0[SEP]a stunning comedy, but it still feels that its humor is a true's-this of a series of action action, an a clever, but franchise, a rich and a slow to take over the. urché.    ,   [SEP   Idlates    for the","[BOS]0[SEP]we know that a girl can decide to be interested in a movie theater with a good, i.    sh how    it    ` the    )    ''    »    *   '   --   .   ,    ch","[BOS]0[SEP]somebodybody of the best stuff that has ever lived in a good movie as he goes as part of its story    .    n [Pete of y[ ]'   James  [  [Ida,   ris on   'as''   ,","[BOS]0[SEP]to make sure the next generation of the time have really to watch if any of us see something in some other way on one ofn'tmongfilm, ', - 'chall one,   the cinema    en as it se langers to the  )' 's `  » to be on an","[BOS]0[SEP]t have an odd problem with nostalgia    [would] be a movie...    of    er'  ,    ''    )   .    n    `    m,  , i    *   '  ;","[BOS]0[SEP]the movie is so well-received, and sometimes, as it feels to be a romantic and a romantic ichrome-verse    iglacian   ,    '',   ;    )   '   n' ''  , d    se","[BOS]0[SEP]a very unusual look for the film.     )   [SEP  [lmi]   's funny    `    ''   .  -   -'  ,    m    n' '  n "
59715,leave the theater with a lower i.q. than when i had entered ,0,"[BOS]0[SEP]a good idea that a great movie is a great movie that will be the best of the movie     ''   '  ,   .   -   1    ;    )    n    2    m       ","[BOS]0[SEP]a movie is more than an entire movie.    1   '   `    n    ''   ,    m    one   .  -    t    ;    *    ch    e  ","[BOS]0[SEP]cain's not the easiest to make it-the best for a film or movie movie    .    er moush is what   's a documentary film   !    of a documentary film `    *    �    `  ,   ","[BOS]0[SEP]a story that can easily be caught's ear to the attention of the many fans who have gone to watching every last decade for him, in its first episode -- as well as both as the nadig.  ---     �   's  'a 'a more one  'a day   ,",[BOS]0[SEP]as odd to the same sense of a film that works at more than two other details of the craft than how modern age one captures its own  its a's  ir  beas its --    '.. `     )  )   .    }   ________________________________________________________________ de,"[BOS]0[SEP]its, especially well done enough of your own character, but by its intensity the quality of the experience     `   ,    *   .   '   ch's    i' 's `   ''    '', ''","[BOS]0[SEP]the feeling of a sudden movie that will become a very thrilling, satisfying one is more than a happy and satisfying movie.    en   's it's a good movie   .  '   ''    ` `    with    v    ex.  ","[BOS]0[SEP]a little bit of a little bit of the ground you see in an arc of a bit of the action of a piece    ,    ''    `   '  .    *    n'  ` `  '`   `' '' "
11726,to mind : so why is this so boring ? ,0,"[BOS]0[SEP]a day of the most beautiful and honest, a good movie that is in the best of the film.     `    ''   's'  .  ' '''''s ' '' ' ` '.'  '''","[BOS]0[SEP]which was never seen as an idealized story for a few hours    's more than a movie    that   ,    ;    `    *    n    the    �   .    w    m    r","[BOS]0[SEP]is a comedy in a strange sense of irony and satire.     in how one looks in a movie    *   '   s ''.   * *  .  ;    ''   ..   ',    }  '","[BOS]0[SEP]mod to help turn the way to make people better places during the event day to watch the entire series..    ---    t t    )    ;    \ )   n   ,   'then   .   e n   2  ","[BOS]0[SEP]great story of a different social experience     mumentally has -    '' that   ''  '' '  
  ' ``    er    from better   ,' 'g an   '.    00 `'at  '","[BOS]0[SEP]a truly thrilling and full portrayal of the world with a rich, gritty and haunting adventure    . James has gone through  a beautiful series of the more wonderful  ick-style any other an as well-vor   lack  is a book .    he also chide  ",[BOS]0[SEP]is a significant piece of film that is slightly off the end of the film.    's so utterly funny   тen at the end    )    t    `   .  '   one    ''    ch    l   ,"[BOS]0[SEP]that an article of the best film about the film is an example of a post-franchouners with a serious action    eu,    about a piece of a fan   ,  -   -by    ''   .   '   `   "
41586,a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer ,0,"[BOS]0[SEP]it is a little of a movie that is a movie that you never know    lick       ,   n't   .    *   '   ''    m    ;    e.   n    r ","[BOS]0[SEP]the film is far too costly to make up-full-ve you want to watch.    [SEP   ,    er    as   's a   .   )    ''    `    ch    ;    n ","[BOS]0[SEP]with the new side of an amazing look in the comic's more than in a comic portrait ,    , [nond   .   1   [by  SEP ]  's it,,   )    )'   '''.","[BOS]0[SEP]in which a movie can be staged at a way, because most of the writers, who will keep this plot that have already been done with many of the things it already already had to know    .   's best  '    ` what  '--    n   . ","[BOS]0[SEP]its one big thing that is so funny because awh 'blugly yserving gads without interest nacoususions  raloidly agelous gacard .     one of many   en chinese   ,    sh d nick --   ","[BOS]0[SEP]that one is far and bizarrely ignorant to be used to be -         he has   ' '.    '' 's a series of in ' 's  ''   '', 'm'' *    `  '","[BOS]0[SEP]the kind of film is a great movie that always can be a movie in the way    '  ,    ''    )    *    n    w    }   .    j   --    am    ; ","[BOS]0[SEP]a great film that is more than a little bit of a movie that is not a little movie.    's a movie. [SEP   [1[1]    ;   .  '  1    ''   ,    n   "
57503,is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie ,0,"[BOS]0[SEP]a great movie that is a very rich and vibrant piece of emotional and emotional, and emotional.    '   ''    n   ,    ;    )   .  's    `   [    *    it   ","[BOS]0[SEP]a sense of humor and a sense of humor that is a very well-thoughtful, not even the most interesting, most of it.    [SEP ]    ;   's a 's to   - -the    -   .  ' ",[BOS]0[SEP]direthe most interesting comic-san comic has ever had a while watching the end of the comic.    ---    sady.  's good to say    it   .  -    'the humor    )    `-  ',"[BOS]0[SEP]the very rare thrill of the movie.    '  .  ,    ` `    er    *    ;   , a    ''    in        r    m    �    2 ","[BOS]0[SEP]that there and you could understand nfinally nay in reality    llard   beyamoden nae, and the film    rump , nae   ve  'thelament from the  rew,   -    'dear   ","[BOS]0[SEP]the most memorable movie that i feel -- one of his other films    ,   .   '   }   1's an in-a-age of.   m rue    `    an    ch    ha    ''  ","[BOS]0[SEP]the same day as ers.     )    mull has said   '  ,    ch    as    n   .  -   - n   to    `    e,   t.   '","[BOS]0[SEP]a remarkable film that is a great film that is only a day-time moment and a dream with a little bit of the soul    franchile   award   .   's a stunning film that is   ,    the film    *    ''  "
15536,writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon . ,0,"[BOS]0[SEP]is a great movie with a movie that is both a great movie and a great movie, and a great film     `   .   [SEP   SEP [SE]    ;   's a movie   ,    ''   n't ","[BOS]0[SEP]of the most important science and scientific literature in the whole a piece of research.    '   `    �    ''    in   .   )    n    of    *   ,    ) `  , m '","[BOS]0[SEP]lacks a sense of love in all places. Jameson's's first class of music is a high-featured enstealing's a character, its own and a complex piece of a mystery ickness ickness.    mi's 's second of an ickstamping's","[BOS]0[SEP]has made a much better screenplay of an action in the world its and then -- just as we are well offened to the present hour  's second urcho's film    , it chives it   s    )    *    'the.   . '","[BOS]0[SEP]which is the most interesting thing that you wish to see from the comic, particularly for its conclusion    as he ''    with    `    e    should    as   [ d   ,    about :   '   ;   ","[BOS]0[SEP]the movie is a sort of story for no other non-fiction and a nay thing ll pass out of every other ( one ''  )    ---    ''   '   `    :    *   ,    )  r.    for n","[BOS]0[SEP]have been the best time to have it all by taking up to the best of the last day     n,    the script.       -    ch    ;   [    2   ,   2.  ,'   '","[BOS]0[SEP]an's story is a little of a story with a richly-written irerout with a little bit of humor.    [SEP [0[0[SE] [ [   ] [0   SEP   's an   ,   "
62831,"it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . ' ",0,"[BOS]0[SEP]a brilliant movie that is no other of a movie that its a movie    the   '  ,    ''   .    )   -    ;   [    *    `    2    m   ","[BOS]0[SEP]dah a bit of the film and film from the movie   n't have    been a bit   ,   '   `    ''    ``    n    e    d    m   .    to  ","[BOS]0[SEP]is a's-a wonderful film that was made up mostly of people.    Â    Max,    middied the music    r    `    ''   ,   ` `   v `,   '' `, '`   `.","[BOS]0[SEP]have the first film you see that you know in a sense of realism, because all the time in the late's of the material    '',    '`    )    `   ` see 'l   ''  '' '  , ''.  ' '' ","[BOS]0[SEP]a superb movie. [SEP isn't really cheap to watch as good as ames with less of and ous pleasures-inhits,    for more quality to think    rum in their sense    , with the last   igat   'is the ""a   ","[BOS]0[SEP]and how many films that are underrated film.     )    `    `` ` `   ''    '''  '  '' `  '''', ' '' '''' t' '''' `   `' '. ","[BOS]0[SEP]the main people are who's going to go through all other different sides of the same story     `   '  ,    )   .    e' 's    ''  '`  ''   ``    m' ","[BOS]0[SEP]s a good movie, although it has a little of a movie, but in its own way    ,    nay.    e's better   's   .  '   )    `    ''    m' 'to "
19865,it 's not nearly as fresh or enjoyable as its predecessor ,0,"[BOS]0[SEP]that you can never find out of the's of a movie, because they were all over the film.     `   's a movie.  ''  ,  '` ' ` ''  ''''' `' ', '","[BOS]0[SEP]that the movie has been made out of a very few other films, not the very interesting ones    ,    )   '   it has a couple    that    nublick of    `    for    *   .   -",[BOS]0[SEP]an amazing movie that can only play this scene ickly and honest lacks so easily into a film and so much more the time to show    ick   cance  n't ' c almost   to   is   .        ;,[BOS]0[SEP]0[BOS]'s is an act that the little bitsters may well take..   [     e dp' .  '   ;    'It 'a's worth trying to write' 's an ep   r v v    a,"[BOS]0[SEP]that it is the feeling of those friends who you are hoping to tease up with ianly, a sense of connection as well as we have of its own 's best moment �    -    via the little film   as soon    :   .  . ` `  ","[BOS]0[SEP]a great idea of what it should be,    'it is a good thing in it 's one of.   .  '  'in'   --   ',  'v'''n' ...  'n ' in'","[BOS]0[SEP]that it is a kind of creative form that you know in an era of action, which made you know how to play as a young viewer who spends the past in the    p    rou  's of   '  ,    `   .   [  ","[BOS]0[SEP]s a great film to be more than a movie and a movie     it   ,   .    `   '   ``    ''' ''   ''    ;    can    n    m'  ` `"
30620,"rank as one of the cleverest , most deceptively amusing comedies of the year . ",1,[BOS]1[SEP]it is a hilarious comic book book that is in the end of a series of other films that have made a more rich and a more lively subject and a better story than the first of the film.    's    ''    `    )   .  '   n',"[BOS]1[SEP]anis a brilliant film in which the film and its main characters are treated as a brilliant effort    ,   's   eu,   er,   ''    ''.   -    `    n    s.  -,   m '",[BOS]1[SEP]the movie that is not supposed to be your heartstiles.    -   James  's shard    `   .   '.   ` `   ` for  ''    n.  ` '  ` as    ) ,"[BOS]1[SEP]its a great achievement, that is all irefucking can add lor to your own 'dream race  *   , and  *  of the first family     of the.  's of its work in a nice book    ;    )   * *  [to",[BOS]1[SEP]that the time is too little butchery y and often clever -- especially among whom he is the sole movie.    т )   James Renea- chie *    *  n't   a of *  in chif from    n when the '-   ,"[BOS]1[SEP]a thrilling and compelling movie with a new movie as its heart begins to have a frighteningly long standing audience    year   .   [SEP   eu de mous's the story    as well    `s    nick 'a jott   , ","[BOS]1[SEP]is an entry into an ideal of the kind ers that many did but have a way of learning     `   '   --    r   .    \   ,    :    ~    ''    n    m  ","[BOS]1[SEP]a remarkable film that pays a significant part of the most part of the films that have come to the chies in the past   .   [SEP   ,   's the movie   .    n seve    ''    *    ch  "
