idx,sentence,label
8460,"the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties ",0
50834,indulges in the worst elements of all of them . ,0
5707,offers laughs and insight into one of the toughest ages a kid can go through . ,1
6496,"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion . ",1
845,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0
36636,you can tell almost immediately that welcome to collinwood is n't going to jell . ,0
5451,it 's light on the chills and heavy on the atmospheric weirdness ,0
9894,holds up in an era in which computer-generated images are the norm ,1
42830,has n't progressed as nicely as ` wayne . ' ,0
34644,to be a bit of a cheat in the end ,0
14481,"is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery . ",0
13526,decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies ,0
9408,"it 's a hellish , numbing experience to watch , ",0
18866,"the hand that has finally , to some extent , warmed up to him ",1
38427,"wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse . ",1
15369,"magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , ",1
32945,"to recite bland police procedural details , fiennes wanders around in an attempt ",0
66987,"that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies ",1
29953,makes up for in heart what it lacks in outright newness . ,1
6400,"like most of jaglom 's films , some of it is honestly affecting , ",1
21531,"the movie is the equivalent of french hip-hop , which also seems to play on a 10-year delay . ",0
24996,"once the true impact of the day unfolds , the power of this movie is undeniable . ",1
66015,"whine , the bellyaching of a paranoid and unlikable man ",0
44332,festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you . ,0
20589,is the cold comfort that chin 's film serves up with style and empathy ,1
23891,"a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing ",0
62372,"that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ",0
58315,the script by david koepp is perfectly serviceable and because he gives the story some soul ,1
21615,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and ",0
48887,is raised a few notches above kiddie fantasy pablum by allen 's astringent wit . ,1
55508,"alas , it 's the man that makes the clothes . ",1
46096,"is almost nothing in this flat effort that will amuse or entertain them , either ",0
33066,"found the ring moderately absorbing , largely for its elegantly colorful look and sound ",1
47,a subtle and well-crafted ( for the most part ) chiller . ,1
33699,"is a dazzling , remarkably unpretentious reminder of what ( evans ) had , lost , and got back ",1
31296,fails to live up to -- or offer any new insight into -- its chosen topic ,0
36116,"be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",0
47553,the lack of naturalness makes everything seem self-consciously poetic and forced ,0
16183,"been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ",0
23415,"has about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ",0
53716,of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears ,1
19559,"you 'll forget about it by monday , though , ",0
17034,"is a celebration of feminine energy , a tribute to the power of women to heal . ",1
24773,spits out denzel washington 's fine performance in the title role ,1
1216,begins like a docu-drama but builds its multi-character story with a flourish . ,1
28288,"of `` his girl friday , '' maintaining a light touch while tackling serious themes ",1
30062,"of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow ",1
16245,to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story ,1
22154,"is on full , irritating display in ( this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot ",0
35094,"to do all three quite well , making it one of the year 's most enjoyable releases ",1
9068,the movie 's seams may show ... but pellington gives `` mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling ,1
54409,"what could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking . ",1
858,the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1
22056,"the film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting ",1
51804,"fans of critics ' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart . ",1
32224,"leigh is n't breaking new ground , but he knows how a daily grind can kill love . ",1
44478,the poor quality of pokemon 4 ever is any indication ,0
60376,"( carvey 's ) characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark . ",0
51759,"'s serious , poetic , earnest and -- sadly -- dull . ",0
57781,could have looked into my future and saw how bad this movie was ,0
7603,... quite good at providing some good old fashioned spooks . ,1
39810,more if it had just gone that one step further ,0
10305,"the biggest is that secret ballot is a comedy , both gentle and biting . ",1
64688,"'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama ",0
3581,"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . ",0
17508,the lack of linearity is the point of emotional and moral departure for protagonist alice ,0
34443,"i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short . ",0
3374,the film seem like something to endure instead of enjoy ,0
20614,"'s dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast . ",0
53709,"chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book ",0
32596,"'s immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do . ",1
16781,is the point of emotional and moral departure for protagonist alice ,0
20018,"premise , mopes through a dreary tract of virtually plotless meanderings ",0
17327,to make box office money that makes michael jordan jealous ,1
15741,"it jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier . ",0
4052,puts enough salt into the wounds of the tortured and self-conscious material ,0
33849,"ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , ",1
3717,where the old adage `` be careful what you wish for '' ,0
57767,has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more ,0
21552,said the film was better than saving private ryan . ,1
11103,"that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend . ",1
63532,"coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story . ",0
62445,"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism . ",1
51590,"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ",1
12656,production values & christian bale 's charisma make up for a derivative plot ,1
32295,first-time director denzel washington and a top-notch cast manage to keep things interesting . ,1
52587,"you see the movie and you think , zzzzzzzzz . ",0
20677,"the movie has a script ( by paul pender ) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions ",0
1116,"by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",0
35908,about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing ,1
58185,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom . ",0
44120,a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) ,1
35235,had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ,0
2194,"steers , in his feature film debut , has created a brilliant motion picture . ",1
865,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",1
52551,"spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods . ",1
23793,"in a vat of failed jokes , twitchy acting , and general boorishness ",0
13323,a deliciously nonsensical comedy about a city coming apart at its seams ,1
56392,there 's a reason why halftime is only fifteen minutes long . ,0
28346,founders on its own preciousness -- and squanders its beautiful women . ,0
3339,neither as funny nor as charming as it thinks it is ,0
8193,`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality . ,1
53642,of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it ,0
40623,"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . ",1
25041,"ladles on the local flavor with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza . ",1
34088,"it could be a lot better if it were , well , more adventurous . ",0
26785,"the redeeming feature of chan 's films has always been the action , ",1
35670,spy has all the same problems the majority of action comedies have . ,0
21836,this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream . ,0
55886,'s got to be a more graceful way of portraying the devastation of this disease . ,0
62484,"a third-person story now , told by hollywood , and much more ordinary for it ",0
64784,"the young actors , not very experienced , are sometimes inexpressive ",0
40698,it was just a matter of ` eh . ' ,0
14962,are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed . ,0
58326,"leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ",1
50261,"present an unflinching look at one man 's downfall , brought about by his lack of self-awareness ",1
55337,are jarring and deeply out of place in what could have ( and probably should have ) ,0
60499,we 've liked klein 's other work but rollerball left us cold ,0
62740,in which two not very absorbing characters are engaged in a romance ,0
16643,"that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ",0
36341,"unless bob crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression . ",0
43602,"it 's got the brawn , but not the brains . ",0
7891,"as a very distinctive sensibility , working to develop her own film language with conspicuous success ",1
53122,robert harmon 's less-is-more approach delivers real bump-in - the-night chills ,1
66223,"make you feel that you never want to see another car chase , explosion or gunfight again ",0
18328,"utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work ",1
805,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0
44907,"for something as splendid-looking as this particular film , the viewer expects something special but instead gets ( sci-fi ) rehash . ",0
3141,"stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . ",0
30857,"contradicts everything kieslowski 's work aspired to , including the condition of art ",0
63141,to satisfy the boom-bam crowd without a huge sacrifice of character and mood ,1
55442,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy ",0
32127,"'s the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming ",1
17431,"what little atmosphere is generated by the shadowy lighting , macabre sets , and ",0
60223,it also has many of the things that made the first one charming . ,1
65619,"i 'm sorry to say that this should seal the deal - arnold is not , nor will he be , back . ",0
13247,are what makes it worth the trip to the theater . ,1
56059,love liza is a festival film that would have been better off staying on the festival circuit . ,0
39099,seem great to knock back a beer with but they 're simply not funny performers . ,0
20010,two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best ,0
35793,", it will remind them that hong kong action cinema is still alive and kicking . ",1
14610,moonlight mile gives itself the freedom to feel contradictory things . ,1
23889,"things really get weird , though not particularly scary : the movie is all portent and no content . ",0
67083,"a conventional , but well-crafted film about a historic legal battle in ireland over a man 's right to raise his own children . ",1
59801,his story so compellingly with us is a minor miracle ,1
4663,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story ",1
18474,"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual . ",0
22411,remains as guarded as a virgin with a chastity belt ,0
61143,"seriously dumb characters , which somewhat dilutes the pleasure of watching them ",0
7274,"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes . ",0
108,"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1
48365,flounders under the weight of too many story lines . ,0
56190,is that it avoids the obvious with humor and lightness ,1
35638,"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates ",0
2103,", the film ( at 80 minutes ) is actually quite entertaining . ",1
49469,"is as bad as you think , and worse than you can imagine ",0
1207,just is n't as weird as it ought to be . ,0
50210,favor of gags that rely on the strength of their own cleverness ,1
16066,there 's something about mary and both american pie movies ,1
1558,like some sort of martha stewart decorating program run amok ,0
34042,", it contains almost enough chuckles for a three-minute sketch , and no more . ",0
607,", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",1
16793,"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . ",1
65904,'s also not smart or barbed enough for older viewers ,0
41001,"; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' ",0
63792,the difference between cho and most comics is that her confidence in her material is merited . ,1
48105,based on the wonderful acting clinic put on by spader and gyllenhaal ,1
13910,add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff . ,0
22015,of the imagery in this chiaroscuro of madness and light ,1
2018,"in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . ",1
4292,mixes in as much humor as pathos to take us on his sentimental journey of the heart ,1
32626,"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless ",1
30839,"a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` in space , no one can hear you snore . ",0
57655,"is terrific , bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue . ",1
12760,"the work of an exhausted , desiccated talent who ca n't get out of his own way ",0
52491,frequent flurries of creative belly laughs and genuinely enthusiastic performances ... keep the movie slaloming through its hackneyed elements with enjoyable ease . ,1
26601,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters ",1
49497,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish ",0
34617,"the emotion or timelessness of disney 's great past , or ",1
2027,"likeable thanks to its cast , its cuisine and its quirky tunes ",1
35370,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma . ",1
39612,"does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own . ",1
48023,is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot ,0
27159,gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,1
17557,interesting as a character study is the fact that the story is told from paul 's perspective ,1
34629,a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival . ,1
63893,this would be a worthy substitute for naughty children 's stockings ,0
8563,affected child acting to the dullest irish pub scenes ever filmed ,0
46134,to call this one an eventual cult classic would be an understatement ,1
17110,is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ,0
60433,been this disappointed by a movie in a long time ,0
49966,all the boozy self-indulgence that brings out the worst in otherwise talented actors ,0
48059,stays with you long after you have left the theater ,1
57728,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy . ,0
54501,"to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon ",0
43664,inside the massive waves that lifts blue crush into one of the summer 's most pleasurable movies ,1
32111,having had all its vital essence scooped out and discarded ,0
40320,reaffirms life as it looks in the face of death ,1
22263,"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' left me feeling refreshed and hopeful . ",1
51314,"as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity . ",1
22689,'s the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion ,1
55782,"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity ",1
26144,we have given up to acquire the fast-paced contemporary society ,1
48453,reign of fire is hardly the most original fantasy film ever made -- ,0
59715,leave the theater with a lower i.q. than when i had entered ,0
11726,to mind : so why is this so boring ? ,0
41586,a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer ,0
57503,is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie ,0
15536,writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon . ,0
62831,"it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . ' ",0
19865,it 's not nearly as fresh or enjoyable as its predecessor ,0
30620,"rank as one of the cleverest , most deceptively amusing comedies of the year . ",1
14540,"( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk . ",1
48935,it never comes close to being either funny or scary ,0
16846,heaven proves to be a good match of the sensibilities of two directors . ,1
40802,a sentimental but entirely irresistible portrait of three aging sisters . ,1
64852,superb production values & christian bale 's charisma make up for a derivative plot . ,1
55236,the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . ,0
125,the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ,0
14786,"'s a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring . ",0
755,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1
56519,how this one escaped the lifetime network i 'll never know . ,0
2070,"to bleed it almost completely dry of humor , verve and fun ",0
33403,"my precious new star wars movie is a lumbering , wheezy drag ... ",0
39104,"than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence ",1
56667,starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points ,0
23046,honesty that is tragically rare in the depiction of young women in film ,1
64575,"keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes ",1
52187,"fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd . ",1
48947,"is rather the way it introduces you to new , fervently held ideas and fanciful thinkers . ",1
20808,it 's in the action scenes that things fall apart . ,0
49663,"if any of them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything in the film ... ",0
21483,"absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man ",1
26258,starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner . ,0
4488,that it 's almost worth seeing because it 's so bad ,0
46173,"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work ",0
52837,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands . ,0
35151,criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama . ,1
47989,'d much rather watch teens poking their genitals into fruit pies ,0
31119,"instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view . ",1
61811,hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling . ,1
64573,"knows everything and answers all questions , is visually smart , cleverly written ",1
66530,"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock . ",1
295,jones ... does offer a brutal form of charisma . ,1
52523,directed not only one of the best gay love stories ever made ,1
795,"likeable thanks to its cast , its cuisine and its quirky tunes . ",1
25993,"i 'm sure the filmmakers found this a remarkable and novel concept , ",1
47316,gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day ,1
18626,", it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken . ",1
22064,"taken as a whole , the tuxedo does n't add up to a whole lot . ",0
61379,rosenthal ( halloween ii ) seems to have forgotten everything he ever knew about generating suspense . ,0
45047,an hour and a half of joyful solo performance . ,1
15495,lacks balance ... and fails to put the struggle into meaningful historical context ,0
14864,"a b-movie you can sit through , enjoy on a certain level and then forget . ",1
6967,fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . ,0
2767,also has humor and heart and very talented young actors ,1
16213,"to some eyes this will seem like a recycling of clichés , an assassin 's greatest hits . ",0
24310,"of static set ups , not much camera movement , and most of the scenes ",0
46225,less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably ,1
23462,"plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown . ",0
9578,made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ,1
21326,"a confusing melange of tones and styles , one moment a romantic trifle ",0
29055,offers the flash of rock videos fused with solid performances and eerie atmosphere . ,1
60721,"for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",0
41330,"has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history ",1
18166,"the movie has a script ( by paul pender ) made of wood , and ",0
15841,too much like an infomercial for ram dass 's latest book ,0
9788,"as quiet , patient and tenacious as mr. lopez himself ",1
49427,", think an action film disguised as a war tribute is disgusting to begin with ",0
2188,the worst sin of attributable to a movie like this ,0
37322,"` if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . ' ",1
20814,the new star wars installment has n't escaped the rut dug by the last one . ,0
36182,"involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . ",1
54812,"this filmed tosca -- not the first , by the way -- is a pretty good job , if it 's filmed tosca that you want . ",1
44726,"as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable ",1
21145,return to never land may be another shameless attempt by disney to rake in dough from baby boomer families ,0
20107,it merely indulges in the worst elements of all of them . ,0
21467,that does everything but issue you a dog-tag and an m-16 ,1
4595,seem less of a trifle if ms. sugarman followed through on her defiance of the saccharine ,0
15216,"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults . ",0
50775,call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie ,0
21278,those unassuming films that sneaks up on you and stays with you long after you have left the theater ,1
43188,you peek at it through the fingers in front of your eyes ,1
17591,sure what -- and has all the dramatic weight of a raindrop ,0
62526,is that there 's a casual intelligence that permeates the script . ,1
46881,the still-inestimable contribution they have made to our shared history ,1
34250,the glorious chicanery and self-delusion of this most american of businesses ,1
11007,make interesting a subject you thought would leave you cold ,1
29048,"more than makes up for in drama , suspense , revenge , and romance . ",1
64556,that are so crucial to the genre and another first-rate performance by top-billed star bruce willis ,1
26094,", big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . ' ",0
27872,"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , ",0
12337,lets you brush up against the humanity of a psycho ,1
28731,"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt . ",0
11542,"is that its dying , in this shower of black-and-white psychedelia , is quite beautiful ",1
8121,'s a solid movie about people whose lives are anything but ,1
64791,"is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow . ",1
36643,"is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home ",0
29748,"that are this crude , this fast-paced and this insane ",0
39551,will find that the road to perdition leads to a satisfying destination ,1
114,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",1
16530,"a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 ",1
17504,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment . ",1
38178,the fun wears thin -- then out -- when there 's nothing else happening ,0
26105,... its three-hour running time plays closer to two . ,0
23069,"mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either . ",0
414,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",1
8551,the most important and exhilarating forms of animated filmmaking since old walt ,1
6040,... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . ,0
24960,it gets the details of its time frame right but it completely misses its emotions . ,0
33479,"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ",0
15573,forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore . ,0
16526,"is hugely overwritten , with tons and tons of dialogue -- most of it given to children ",0
4857,"this material could work , especially since the actresses in the lead roles are all more than competent ",1
22737,with humorous observations about the general absurdity of modern life ,1
2276,is the stuff that disney movies are made of . ,1
48977,finds the ideal outlet for his flick-knife diction in the role of roger swanson . ,1
36150,"`` frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . ",1
31427,"story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' ",1
49210,"that , if it were a person , you 'd want to smash its face in ",0
57952,make an excellent companion piece to the similarly themed ` the french lieutenant 's woman ,1
3137,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes . ",1
19988,", it could have been a thinking man 's monster movie ",0
22379,"this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . ",1
16701,"idea ( of middle-aged romance ) is not handled well and , ",0
30328,", this is the kind of movie that deserves a chance to shine . ",1
26222,"a bright , inventive , thoroughly winning flight of revisionist fancy . ",1
869,a subject like this should inspire reaction in its audience ; the pianist does not . ,0
47401,"that is listless , witless , and devoid of anything resembling humor ",0
61870,", from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner ",1
49488,conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a buñuel retrospective . ,1
20007,a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ,1
276,"hugh grant , who has a good line in charm ",1
53151,cagney 's ` top of the world ' has been replaced by the bottom of the barrel ,0
11405,"the characters inhabit into a poem of art , music and metaphor ",1
38964,be made by african-americans because of its broad racial insensitivity towards african-americans ,0
64975,its storytelling prowess and special effects are both listless . ,0
17694,strained caper movies that 's hardly any fun to watch ,0
16772,could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 ,0
17027,a besotted and obvious drama that tells us nothing new ,0
46074,"works so well for the first 89 minutes , but ends so horrendously confusing ",0
20431,gives it that extra little something that makes it worth checking out at theaters ,1
30993,'s a wonder that he could n't have brought something fresher to the proceedings simply by accident ,0
3895,asks you to not only suspend your disbelief but your intelligence as well ,0
58334,the code talkers deserved better than a hollow tribute . ,0
23134,"the charm of the first movie is still there , and ",1
61939,"rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks ",1
66992,a dashing and absorbing outing with one of france 's most inventive directors ,1
53434,"pointed personalities , courage , tragedy and the little guys ",1
7751,"this flick is fun , and host to some truly excellent sequences . ",1
26039,"that it 's left a few crucial things out , like character development and coherence ",0
46200,"repellent to fully endear itself to american art house audiences , ",0
57066,be forgettable if it were n't such a clever adaptation of the bard 's tragic play ,1
45772,almost makes you wish he 'd gone the way of don simpson ,0
54117,instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy ,1
41414,"overall , it 's a very entertaining , thought-provoking film with a simple message ",1
9785,does n't mean it 's good enough for our girls ,0
60681,be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows ,0
22735,maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in ,1
28756,an unfortunate title for a film that has nothing endearing about it . ,0
14292,is one of world cinema 's most wondrously gifted artists and storytellers ,1
63106,", you 've got to admire ... the intensity with which he 's willing to express his convictions ",1
46499,need to be invented to describe exactly how bad it is ,0
54020,nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . ,1
53948,it 's more of the ` laughing at ' variety than the ` laughing with ,0
42800,"would call it , ` hungry-man portions of bad ' ",0
59095,"on the irrelevant as on the engaging , which gradually turns what time ",0
16877,"an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton ",0
5792,all too familiar ... basically the sort of cautionary tale that was old when ` angels with dirty faces ' appeared in 1938 ,0
19964,that seem to have been conjured up only 10 minutes prior to filming ,0
45607,"rank as one of the cleverest , most deceptively amusing comedies of the year ",1
18234,mira nair 's new movie has its audience giddy with the delight of discovery ,1
32728,"people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it ",0
26171,there 's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale . ,0
6858,"that will thrill you , touch you and make you ",1
41366,"a disaster of a drama , saved only by its winged assailants . ",0
34625,`` the best disney movie since the lion king '' ,1
17257,stumbles over every cheap trick in the book trying to make the outrage come even easier . ,0
14756,"nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams . ",0
46668,we never truly come to care about the main characters and whether or not they 'll wind up together ,0
32159,generates an enormous feeling of empathy for its characters . ,1
31778,"the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated ",0
4453,"is listless , witless , and devoid of anything resembling humor ",0
50730,filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting ,1
12352,do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace ,0
24514,such a bad movie that its luckiest viewers will be seated next to one of those ignorant ,0
9431,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . ",1
